as_of_date,team,player,position,club,squad_status,availability_status,injury_type,expected_return,is_probable_starter,source_url
2010-12-22,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2010-12-22,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-03-23,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2011-03-23,Algeria,Algeria Player 2,DF,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2011-03-23,Algeria,Algeria Player 3,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2011-03-23,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-03-23,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-03-23,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-03-23,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-03-23,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-06-22,Algeria,Algeria Player 1,GK,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-06-22,Algeria,Algeria Player 2,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-06-22,Algeria,Algeria Player 3,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-06-22,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-06-22,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-06-22,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-06-22,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-06-22,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-09-21,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2011-09-21,Algeria,Algeria Player 2,DF,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2011-09-21,Algeria,Algeria Player 3,DF,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2011-09-21,Algeria,Algeria Player 4,MF,Algeria FC,provisional,suspended,,,True,synthetic://sample-data
2011-09-21,Algeria,Algeria Player 5,MF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2011-09-21,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-09-21,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-09-21,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-12-21,Algeria,Algeria Player 1,GK,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-12-21,Algeria,Algeria Player 2,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-12-21,Algeria,Algeria Player 3,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-12-21,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-12-21,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2011-12-21,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-12-21,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2011-12-21,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-03-21,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2012-03-21,Algeria,Algeria Player 2,DF,Algeria FC,provisional,suspended,,,True,synthetic://sample-data
2012-03-21,Algeria,Algeria Player 3,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2012-03-21,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-03-21,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-03-21,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-03-21,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-03-21,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-06-20,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2012-06-20,Algeria,Algeria Player 2,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2012-06-20,Algeria,Algeria Player 3,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-06-20,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-06-20,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-06-20,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-06-20,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-06-20,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-09-19,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2012-09-19,Algeria,Algeria Player 2,DF,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2012-09-19,Algeria,Algeria Player 3,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2012-09-19,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-09-19,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-09-19,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-09-19,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-09-19,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-12-19,Algeria,Algeria Player 1,GK,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-12-19,Algeria,Algeria Player 2,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-12-19,Algeria,Algeria Player 3,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-12-19,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-12-19,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2012-12-19,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-12-19,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2012-12-19,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-03-20,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2013-03-20,Algeria,Algeria Player 2,DF,Algeria FC,provisional,suspended,,,True,synthetic://sample-data
2013-03-20,Algeria,Algeria Player 3,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2013-03-20,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2013-03-20,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2013-03-20,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-03-20,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-03-20,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-06-19,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2013-06-19,Algeria,Algeria Player 2,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2013-06-19,Algeria,Algeria Player 3,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2013-06-19,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2013-06-19,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2013-06-19,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-06-19,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-06-19,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-09-18,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2013-09-18,Algeria,Algeria Player 2,DF,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2013-09-18,Algeria,Algeria Player 3,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2013-09-18,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2013-09-18,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2013-09-18,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-09-18,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-09-18,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-12-18,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2013-12-18,Algeria,Algeria Player 2,DF,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2013-12-18,Algeria,Algeria Player 3,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2013-12-18,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2013-12-18,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2013-12-18,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-12-18,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2013-12-18,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-03-19,Algeria,Algeria Player 1,GK,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Algeria,Algeria Player 2,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Algeria,Algeria Player 3,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-03-19,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-03-19,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-06-18,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-06-18,Algeria,Algeria Player 2,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2014-06-18,Algeria,Algeria Player 3,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-06-18,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-06-18,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-06-18,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-06-18,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-06-18,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-09-17,Algeria,Algeria Player 1,GK,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Algeria,Algeria Player 2,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Algeria,Algeria Player 3,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-09-17,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-09-17,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-12-17,Algeria,Algeria Player 1,GK,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-12-17,Algeria,Algeria Player 2,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-12-17,Algeria,Algeria Player 3,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-12-17,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-12-17,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2014-12-17,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-12-17,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2014-12-17,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2015-03-18,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2015-03-18,Algeria,Algeria Player 2,DF,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2015-03-18,Algeria,Algeria Player 3,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2015-03-18,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2015-03-18,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2015-03-18,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2015-03-18,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2015-03-18,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2015-06-17,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2015-06-17,Algeria,Algeria Player 2,DF,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2015-06-17,Algeria,Algeria Player 3,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2015-06-17,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2015-06-17,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2015-06-17,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2015-06-17,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2015-06-17,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2015-09-16,Algeria,Algeria Player 1,GK,Algeria FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Algeria,Algeria Player 2,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Algeria,Algeria Player 3,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Algeria,Algeria Player 5,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Algeria,Algeria Player 6,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2015-09-16,Algeria,Algeria Player 7,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2015-09-16,Algeria,Algeria Player 8,FW,Algeria FC,provisional,available,,,False,synthetic://sample-data
2015-12-16,Algeria,Algeria Player 1,GK,Algeria FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2015-12-16,Algeria,Algeria Player 2,DF,Algeria FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2015-12-16,Algeria,Algeria Player 3,DF,Algeria FC,provisional,available,,,True,synthetic://sample-data
2015-12-16,Algeria,Algeria Player 4,MF,Algeria FC,provisional,available,,,True,synthetic://sample-data
