date,team,injured_players,suspended_players,squad_market_value_eur,xg_for_10,xg_against_10
2023-06-07,Belgium,0,0,2982038260.0,2.564,0.3
2023-09-06,Belgium,2,1,3005156947.0,2.463,0.3
2023-12-06,Belgium,2,0,3044676298.0,2.355,0.3
2024-03-06,Belgium,1,0,2998626165.0,2.32,0.3
2024-06-05,Belgium,1,1,2997545186.0,2.48,0.3
2024-09-04,Belgium,4,0,3069747127.0,2.544,0.3
2024-12-04,Belgium,2,0,3059585413.0,2.29,0.344
2025-03-05,Belgium,1,0,3071221827.0,2.591,0.3
2025-06-04,Belgium,2,0,2964096183.0,2.318,0.3
2025-09-03,Belgium,5,0,2952203285.0,2.695,0.3
2025-12-03,Belgium,1,0,3024345224.0,2.525,0.41
2026-03-04,Belgium,1,0,3020216606.0,2.348,0.3
2003-01-01,Brazil,1,0,4430807687.0,3.094,0.3
2003-04-02,Brazil,1,1,4442345366.0,2.924,0.3
2003-07-02,Brazil,1,0,4439003133.0,3.13,0.3
2003-10-01,Brazil,1,0,4408208188.0,3.105,0.3
2003-12-31,Brazil,1,0,4470158129.0,2.97,0.3
2004-03-31,Brazil,0,0,4469740665.0,3.167,0.3
2004-06-30,Brazil,1,2,4418724148.0,3.067,0.3
2004-09-29,Brazil,0,0,4438960896.0,2.967,0.3
2004-12-29,Brazil,0,0,4433200366.0,3.051,0.3
2005-03-30,Brazil,4,0,4442965440.0,3.095,0.3
2005-06-29,Brazil,1,0,4414630828.0,3.005,0.3
2005-09-28,Brazil,2,0,4463836265.0,3.103,0.3
2005-12-28,Brazil,1,0,4422246283.0,3.221,0.3
2006-03-29,Brazil,1,0,4432628494.0,3.139,0.3
2006-06-28,Brazil,2,1,4466346603.0,3.325,0.3
2006-09-27,Brazil,1,0,4436088362.0,2.967,0.3
2006-12-27,Brazil,0,0,4386832343.0,2.943,0.3
2007-03-28,Brazil,1,0,4439069109.0,2.995,0.3
2007-06-27,Brazil,0,1,4403524199.0,3.09,0.3
2007-09-26,Brazil,2,0,4412936557.0,3.119,0.3
2007-12-26,Brazil,2,1,4437446129.0,3.003,0.3
2008-03-26,Brazil,0,0,4421194484.0,2.945,0.3
2008-06-25,Brazil,0,1,4408327048.0,3.158,0.3
2008-09-24,Brazil,4,0,4436091875.0,3.064,0.3
2008-12-24,Brazil,2,0,4341685706.0,3.152,0.3
2009-03-25,Brazil,2,0,4442101723.0,3.016,0.3
2009-06-24,Brazil,3,0,4371128030.0,3.248,0.3
2009-09-23,Brazil,0,1,4491357958.0,3.201,0.3
2009-12-23,Brazil,1,0,4428837915.0,2.972,0.3
2010-03-24,Brazil,0,0,4438764958.0,3.14,0.3
2010-06-23,Brazil,1,0,4443650556.0,3.209,0.3
2010-09-22,Brazil,0,0,4403086525.0,3.044,0.3
2010-12-22,Brazil,1,1,4386483264.0,3.197,0.3
2011-03-23,Brazil,1,0,4418129019.0,3.285,0.3
2011-06-22,Brazil,1,1,4385865412.0,3.032,0.3
2011-09-21,Brazil,0,1,4422156076.0,3.182,0.3
2011-12-21,Brazil,0,0,4432853525.0,3.263,0.3
2012-03-21,Brazil,5,0,4409804478.0,3.034,0.3
2012-06-20,Brazil,1,0,4443935016.0,3.261,0.3
2012-09-19,Brazil,0,0,4448517013.0,3.132,0.3
2012-12-19,Brazil,2,0,4361621880.0,3.137,0.3
2013-03-20,Brazil,1,0,4411456618.0,3.408,0.3
2013-06-19,Brazil,2,0,4440983912.0,3.239,0.3
2013-09-18,Brazil,1,0,4440790518.0,3.095,0.3
2013-12-18,Brazil,1,0,4427392306.0,3.049,0.3
2014-03-19,Brazil,2,0,4406555762.0,3.033,0.3
2014-06-18,Brazil,0,0,4386167011.0,3.044,0.3
2014-09-17,Brazil,0,0,4424441690.0,2.998,0.3
2014-12-17,Brazil,0,0,4411838680.0,3.112,0.3
2015-03-18,Brazil,0,0,4418693359.0,3.068,0.3
2015-06-17,Brazil,1,1,4450436335.0,3.358,0.3
2015-09-16,Brazil,0,0,4435970662.0,3.098,0.3
2015-12-16,Brazil,1,0,4477714692.0,3.095,0.3
2016-03-16,Brazil,1,0,4468132927.0,3.147,0.3
2016-06-15,Brazil,1,0,4404021655.0,3.071,0.3
2016-09-14,Brazil,1,0,4422645800.0,3.284,0.3
2016-12-14,Brazil,1,0,4386075723.0,2.941,0.3
2017-03-15,Brazil,1,1,4444873707.0,3.199,0.3
2017-06-14,Brazil,1,0,4473187015.0,3.074,0.3
2017-09-13,Brazil,1,0,4460132641.0,2.913,0.3
2017-12-13,Brazil,3,0,4442639507.0,2.967,0.3
2018-03-14,Brazil,0,0,4464848669.0,3.291,0.3
2018-06-13,Brazil,3,0,4422546258.0,3.084,0.3
2018-09-12,Brazil,0,0,4506655385.0,2.928,0.3
2018-12-12,Brazil,2,0,4436315578.0,3.133,0.3
2019-03-13,Brazil,1,0,4456780066.0,2.96,0.3
2019-06-12,Brazil,2,0,4408599364.0,3.271,0.3
2019-09-11,Brazil,2,0,4420299104.0,3.131,0.3
2019-12-11,Brazil,1,0,4515118167.0,3.211,0.3
2020-03-11,Brazil,1,0,4443013375.0,3.097,0.3
2020-06-10,Brazil,1,0,4466717814.0,3.24,0.3
2020-09-09,Brazil,1,1,4479442705.0,3.351,0.3
2020-12-09,Brazil,4,0,4398960828.0,3.085,0.3
2021-03-10,Brazil,0,1,4438102770.0,3.106,0.3
2021-06-09,Brazil,0,2,4433546458.0,3.04,0.3
2021-09-08,Brazil,1,0,4419205443.0,3.074,0.3
2021-12-08,Brazil,1,0,4418407268.0,3.336,0.3
2022-03-09,Brazil,3,0,4393666770.0,3.29,0.3
2022-06-08,Brazil,4,0,4397571278.0,3.115,0.3
2022-09-07,Brazil,0,1,4432200784.0,2.831,0.3
2022-12-07,Brazil,0,0,4442025980.0,3.431,0.3
2023-03-08,Brazil,1,0,4407436480.0,3.156,0.3
2023-06-07,Brazil,0,0,4402228799.0,3.002,0.3
2023-09-06,Brazil,1,0,4430627447.0,3.169,0.3
2023-12-06,Brazil,1,0,4403627821.0,3.368,0.3
2024-03-06,Brazil,1,1,4470845961.0,3.25,0.3
2024-06-05,Brazil,0,0,4401058335.0,3.134,0.3
2024-09-04,Brazil,0,0,4442316986.0,3.324,0.3
2024-12-04,Brazil,3,0,4455717709.0,2.988,0.3
2025-03-05,Brazil,0,0,4445314497.0,3.265,0.3
2025-06-04,Brazil,1,0,4440719592.0,3.397,0.3
2025-09-03,Brazil,2,0,4410628266.0,3.024,0.3
2025-12-03,Brazil,1,0,4473779286.0,3.337,0.3
2026-03-04,Brazil,0,0,4387507788.0,3.304,0.3
2003-01-01,Cameroon,0,1,1195113310.0,1.45,1.158
2003-04-02,Cameroon,1,2,1171686670.0,1.326,1.384
2003-07-02,Cameroon,0,0,1191494928.0,1.286,1.114
2003-10-01,Cameroon,0,0,1162950297.0,1.527,0.884
2003-12-31,Cameroon,1,1,1185939066.0,1.411,1.251
2004-03-31,Cameroon,0,0,1167356880.0,1.709,0.913
2004-06-30,Cameroon,3,0,1185446787.0,1.508,1.114
2004-09-29,Cameroon,1,0,1200104595.0,1.644,1.036
2004-12-29,Cameroon,1,0,1191570242.0,1.353,0.967
2005-03-30,Cameroon,1,1,1188903464.0,1.538,1.156
2005-06-29,Cameroon,2,1,1227258495.0,1.408,1.162
2005-09-28,Cameroon,2,0,1216073341.0,1.411,1.016
2005-12-28,Cameroon,1,0,1153098043.0,1.669,1.163
2006-03-29,Cameroon,2,0,1172931017.0,1.452,0.689
2006-06-28,Cameroon,0,0,1169679908.0,1.493,1.151
2006-09-27,Cameroon,2,0,1141657470.0,1.62,0.886
2006-12-27,Cameroon,1,0,1198367244.0,1.515,1.217
2007-03-28,Cameroon,0,1,1148902975.0,1.617,1.116
2007-06-27,Cameroon,0,0,1130579549.0,1.697,1.25
2007-09-26,Cameroon,3,0,1135700638.0,1.668,1.155
2007-12-26,Cameroon,0,0,1164286138.0,1.415,1.039
2008-03-26,Cameroon,0,0,1223469338.0,1.715,0.963
2008-06-25,Cameroon,2,0,1204223414.0,1.321,0.844
2008-09-24,Cameroon,1,0,1180996249.0,1.454,0.949
2008-12-24,Cameroon,1,0,1175690548.0,1.267,1.062
2009-03-25,Cameroon,3,1,1197749961.0,1.495,1.43
2009-06-24,Cameroon,1,0,1157560240.0,1.636,1.174
2009-09-23,Cameroon,3,0,1176964551.0,1.532,1.009
2009-12-23,Cameroon,4,0,1192281352.0,1.827,1.092
2010-03-24,Cameroon,1,0,1224637663.0,1.587,1.047
2010-06-23,Cameroon,0,0,1172105961.0,1.43,1.27
2010-09-22,Cameroon,0,0,1161018365.0,1.47,1.266
2010-12-22,Cameroon,1,0,1259794314.0,1.372,1.13
2011-03-23,Cameroon,2,0,1210129039.0,1.615,1.082
2011-06-22,Cameroon,1,0,1207632544.0,1.294,1.06
2011-09-21,Cameroon,1,0,1254234943.0,1.345,1.059
2011-12-21,Cameroon,1,0,1155037246.0,1.795,1.07
2012-03-21,Cameroon,1,0,1179037759.0,1.416,1.081
2012-06-20,Cameroon,0,1,1144824846.0,1.186,1.08
2012-09-19,Cameroon,1,0,1245543791.0,1.531,0.845
2012-12-19,Cameroon,1,1,1175036074.0,1.516,1.085
2013-03-20,Cameroon,3,0,1191893244.0,1.62,1.072
2013-06-19,Cameroon,2,0,1184901071.0,1.626,0.881
2013-09-18,Cameroon,4,0,1136619462.0,1.48,0.998
2013-12-18,Cameroon,1,0,1189616799.0,1.597,1.337
2014-03-19,Cameroon,0,1,1171388263.0,1.491,1.16
2014-06-18,Cameroon,0,0,1151533304.0,1.486,0.851
2014-09-17,Cameroon,2,0,1194104076.0,1.603,1.368
2014-12-17,Cameroon,2,0,1169831760.0,1.311,1.266
2015-03-18,Cameroon,0,0,1182430043.0,1.662,0.941
2015-06-17,Cameroon,1,0,1187602407.0,1.392,0.903
2015-09-16,Cameroon,2,0,1194897757.0,1.585,1.093
2015-12-16,Cameroon,3,0,1155201145.0,1.549,1.093
2016-03-16,Cameroon,1,0,1174531670.0,1.513,1.181
2016-06-15,Cameroon,0,0,1204376681.0,1.185,0.884
2016-09-14,Cameroon,2,0,1188137259.0,1.359,1.171
2016-12-14,Cameroon,0,0,1215415845.0,1.552,1.037
2017-03-15,Cameroon,2,0,1209948064.0,1.369,1.152
2017-06-14,Cameroon,0,0,1190489394.0,1.26,1.163
2017-09-13,Cameroon,1,0,1148213881.0,1.342,1.023
2017-12-13,Cameroon,1,0,1165076384.0,1.426,1.092
2018-03-14,Cameroon,0,0,1194315404.0,1.305,1.23
2018-06-13,Cameroon,3,1,1143873982.0,1.625,1.244
2018-09-12,Cameroon,0,0,1149256781.0,1.663,1.126
2018-12-12,Cameroon,0,0,1231109607.0,1.5,1.051
2019-03-13,Cameroon,0,0,1182082688.0,1.474,1.028
2019-06-12,Cameroon,0,0,1155234615.0,1.697,1.001
2019-09-11,Cameroon,0,1,1177359444.0,1.579,1.36
2019-12-11,Cameroon,2,0,1201626744.0,1.729,1.04
2020-03-11,Cameroon,3,0,1234623403.0,1.536,1.364
2020-06-10,Cameroon,1,0,1203557894.0,1.363,1.147
2020-09-09,Cameroon,1,1,1147004907.0,1.663,0.814
2020-12-09,Cameroon,2,1,1220256350.0,1.465,1.158
2021-03-10,Cameroon,0,0,1170520849.0,1.491,1.372
2021-06-09,Cameroon,2,0,1158555696.0,1.231,1.022
2021-09-08,Cameroon,0,1,1183775769.0,1.338,1.005
2021-12-08,Cameroon,0,0,1191211752.0,1.355,1.209
2022-03-09,Cameroon,1,0,1136119729.0,1.699,1.622
2022-06-08,Cameroon,2,0,1228177935.0,1.441,1.149
2022-09-07,Cameroon,3,0,1176839520.0,1.56,1.132
2022-12-07,Cameroon,4,0,1172324543.0,1.679,1.214
2023-03-08,Cameroon,1,0,1175952425.0,1.437,1.218
2023-06-07,Cameroon,0,0,1201043678.0,1.399,1.326
2023-09-06,Cameroon,4,0,1197164105.0,1.513,1.093
2023-12-06,Cameroon,1,0,1174873036.0,1.28,1.116
2024-03-06,Cameroon,1,1,1207360268.0,1.504,1.119
2024-06-05,Cameroon,1,0,1152867436.0,1.471,1.338
2024-09-04,Cameroon,1,1,1169194703.0,1.457,1.309
2024-12-04,Cameroon,2,0,1206291193.0,1.518,1.125
2025-03-05,Cameroon,0,0,1207089436.0,1.419,1.084
2025-06-04,Cameroon,2,1,1205914785.0,1.623,1.249
2025-09-03,Cameroon,4,1,1268292626.0,1.488,0.957
2025-12-03,Cameroon,1,0,1224568309.0,1.653,1.174
2026-03-04,Cameroon,2,1,1164942577.0,1.381,1.159
2003-01-01,Canada,0,0,1106986472.0,1.785,0.959
2003-04-02,Canada,0,0,1133765858.0,1.564,1.171
2003-07-02,Canada,4,0,1148955756.0,1.346,1.064
2003-10-01,Canada,0,0,1100855494.0,1.552,1.107
2003-12-31,Canada,5,0,1158497414.0,1.577,1.173
2004-03-31,Canada,0,0,1120726152.0,1.377,1.144
2004-06-30,Canada,3,0,1145436599.0,1.475,1.086
2004-09-29,Canada,4,1,1160398510.0,1.635,0.992
2004-12-29,Canada,1,0,1158262871.0,1.445,1.253
2005-03-30,Canada,1,1,1108493206.0,1.233,1.246
2005-06-29,Canada,2,1,1123414522.0,1.593,1.244
2005-09-28,Canada,3,0,1170772454.0,1.477,1.103
2005-12-28,Canada,0,0,1182037828.0,1.523,0.976
2006-03-29,Canada,0,1,1117467279.0,1.573,1.294
2006-06-28,Canada,0,0,1181541410.0,1.701,1.066
2006-09-27,Canada,1,1,1139446013.0,1.607,1.381
2006-12-27,Canada,1,0,1116798708.0,1.617,1.127
2007-03-28,Canada,0,0,1204145491.0,1.253,1.191
2007-06-27,Canada,2,0,1122932776.0,1.159,1.392
2007-09-26,Canada,1,0,1111268604.0,1.819,1.088
2007-12-26,Canada,1,1,1183021016.0,1.547,1.293
2008-03-26,Canada,1,0,1091124757.0,1.391,1.217
2008-06-25,Canada,2,0,1131415789.0,1.45,1.209
2008-09-24,Canada,0,0,1155968664.0,1.456,0.966
2008-12-24,Canada,2,0,1127946883.0,1.668,1.182
2009-03-25,Canada,0,0,1159270367.0,1.408,0.967
2009-06-24,Canada,1,0,1143677879.0,1.332,1.144
2009-09-23,Canada,0,0,1183532941.0,1.297,1.174
2009-12-23,Canada,2,0,1110348008.0,1.679,1.114
2010-03-24,Canada,1,0,1132981956.0,1.549,0.916
2010-06-23,Canada,1,0,1168666878.0,1.622,1.255
2010-09-22,Canada,2,0,1162729860.0,1.294,1.208
2010-12-22,Canada,2,0,1158728627.0,1.555,1.176
2011-03-23,Canada,0,0,1099159037.0,1.563,1.151
2011-06-22,Canada,1,0,1168070161.0,1.575,1.479
2011-09-21,Canada,1,0,1153130583.0,1.371,0.888
2011-12-21,Canada,4,1,1167892629.0,1.404,1.07
2012-03-21,Canada,3,0,1138553763.0,1.651,0.796
2012-06-20,Canada,2,1,1115232875.0,1.534,0.951
2012-09-19,Canada,1,1,1174464916.0,1.321,1.216
2012-12-19,Canada,1,0,1117164601.0,1.272,1.125
2013-03-20,Canada,1,0,1169290680.0,1.682,1.074
2013-06-19,Canada,1,0,1184819482.0,1.366,1.236
2013-09-18,Canada,0,1,1132867901.0,1.475,1.181
2013-12-18,Canada,1,0,1144126183.0,1.298,1.251
2014-03-19,Canada,2,0,1152349925.0,1.09,1.117
2014-06-18,Canada,1,0,1170463262.0,1.755,1.287
2014-09-17,Canada,0,0,1141648904.0,1.273,1.11
2014-12-17,Canada,2,0,1147657577.0,1.184,1.147
2015-03-18,Canada,1,0,1141430730.0,1.665,1.028
2015-06-17,Canada,2,1,1176126054.0,1.255,1.062
2015-09-16,Canada,2,0,1177938962.0,1.301,0.907
2015-12-16,Canada,2,0,1172829891.0,1.714,1.065
2016-03-16,Canada,0,0,1171654048.0,1.712,1.353
2016-06-15,Canada,1,0,1162445157.0,1.507,1.165
2016-09-14,Canada,4,0,1145127976.0,1.489,1.243
2016-12-14,Canada,4,0,1143283745.0,1.28,1.113
2017-03-15,Canada,1,1,1132398519.0,1.532,1.346
2017-06-14,Canada,2,0,1171312607.0,1.506,1.039
2017-09-13,Canada,0,0,1120828910.0,1.531,0.911
2017-12-13,Canada,0,0,1163401931.0,1.665,1.037
2018-03-14,Canada,0,1,1151285286.0,1.219,1.297
2018-06-13,Canada,0,0,1163649226.0,1.523,1.303
2018-09-12,Canada,0,0,1148759924.0,1.436,0.919
2018-12-12,Canada,1,0,1192798612.0,1.379,1.247
2019-03-13,Canada,2,0,1152615723.0,1.492,1.144
2019-06-12,Canada,2,1,1149977480.0,1.419,1.267
2019-09-11,Canada,0,1,1158035365.0,1.697,1.088
2019-12-11,Canada,1,0,1143025475.0,1.604,1.188
2020-03-11,Canada,1,0,1198669380.0,1.306,1.017
2020-06-10,Canada,1,0,1134401293.0,1.439,1.152
2020-09-09,Canada,1,0,1199049005.0,1.431,0.849
2020-12-09,Canada,3,0,1142883338.0,1.724,1.138
2021-03-10,Canada,0,1,1241512922.0,1.478,1.152
2021-06-09,Canada,2,0,1098675182.0,1.397,1.18
2021-09-08,Canada,1,0,1133019858.0,1.366,1.143
2021-12-08,Canada,0,0,1154293096.0,1.502,1.052
2022-03-09,Canada,1,0,1175739110.0,1.399,1.145
2022-06-08,Canada,2,0,1193681684.0,1.436,1.497
2022-09-07,Canada,1,0,1131788992.0,1.691,1.307
2022-12-07,Canada,1,1,1167441342.0,1.432,1.005
2023-03-08,Canada,2,0,1170636058.0,1.668,1.169
2023-06-07,Canada,1,1,1145577214.0,1.659,1.088
2023-09-06,Canada,2,0,1168817240.0,1.285,0.887
2023-12-06,Canada,0,0,1184226094.0,1.084,1.103
2024-03-06,Canada,1,0,1188470921.0,1.894,1.179
2024-06-05,Canada,4,0,1204961874.0,1.651,1.283
2024-09-04,Canada,1,0,1159327487.0,1.3,1.033
2024-12-04,Canada,2,0,1118894708.0,1.472,1.257
2025-03-05,Canada,0,0,1122944509.0,1.641,1.061
2025-06-04,Canada,0,0,1140193661.0,1.444,1.199
2025-09-03,Canada,1,2,1158906074.0,1.681,1.312
2025-12-03,Canada,1,0,1151008368.0,1.474,1.106
2026-03-04,Canada,0,0,1138922681.0,1.739,1.248
2003-01-01,Chile,0,0,1558270591.0,1.716,1.059
2003-04-02,Chile,1,0,1486153300.0,1.66,0.853
2003-07-02,Chile,0,1,1530612057.0,1.643,0.762
2003-10-01,Chile,1,1,1483324741.0,1.78,0.772
2003-12-31,Chile,3,0,1513487056.0,1.585,0.875
2004-03-31,Chile,0,0,1510372420.0,1.673,0.984
2004-06-30,Chile,1,0,1482182598.0,1.761,0.89
2004-09-29,Chile,2,0,1499045282.0,1.296,0.94
2004-12-29,Chile,1,0,1444968269.0,1.663,0.929
2005-03-30,Chile,1,1,1487672848.0,1.349,0.944
2005-06-29,Chile,0,1,1478230528.0,1.638,0.964
2005-09-28,Chile,0,1,1580409256.0,1.771,0.967
2005-12-28,Chile,0,0,1483444973.0,1.729,0.89
2006-03-29,Chile,1,0,1446323285.0,1.65,0.786
2006-06-28,Chile,4,0,1499706662.0,1.477,1.236
2006-09-27,Chile,0,0,1464506954.0,1.697,0.748
2006-12-27,Chile,1,0,1433306387.0,1.87,0.874
2007-03-28,Chile,0,0,1476216515.0,1.585,1.204
2007-06-27,Chile,1,0,1500493704.0,1.612,0.665
2007-09-26,Chile,0,0,1441434657.0,1.622,0.993
2007-12-26,Chile,0,1,1540279546.0,1.692,1.364
2008-03-26,Chile,3,0,1431716525.0,1.387,1.28
2008-06-25,Chile,2,0,1488607019.0,1.501,1.14
2008-09-24,Chile,2,0,1549649566.0,1.759,0.937
2008-12-24,Chile,0,0,1517821032.0,1.786,0.929
2009-03-25,Chile,3,0,1522160792.0,1.262,0.678
2009-06-24,Chile,1,0,1523600110.0,1.572,0.799
2009-09-23,Chile,2,0,1508670703.0,1.6,0.923
2009-12-23,Chile,1,0,1520529427.0,1.539,1.033
2010-03-24,Chile,3,0,1517086675.0,1.626,1.204
2010-06-23,Chile,0,0,1502787910.0,1.489,1.214
2010-09-22,Chile,0,0,1462474010.0,1.836,1.121
2010-12-22,Chile,1,0,1467446373.0,1.718,0.54
2011-03-23,Chile,0,0,1492809576.0,1.514,1.23
2011-06-22,Chile,0,0,1500737859.0,1.764,1.028
2011-09-21,Chile,2,0,1556769223.0,1.693,0.899
2011-12-21,Chile,3,0,1541883725.0,1.864,1.345
2012-03-21,Chile,1,0,1488118894.0,1.419,0.934
2012-06-20,Chile,2,0,1476191956.0,1.699,1.151
2012-09-19,Chile,1,0,1474185413.0,1.697,0.927
2012-12-19,Chile,1,0,1533244018.0,1.684,0.923
2013-03-20,Chile,3,0,1467551154.0,1.369,0.967
2013-06-19,Chile,0,0,1496156340.0,1.479,1.264
2013-09-18,Chile,0,0,1563490679.0,1.683,0.958
2013-12-18,Chile,4,0,1478585267.0,1.472,1.014
2014-03-19,Chile,3,0,1518338998.0,1.877,0.933
2014-06-18,Chile,0,0,1504065945.0,1.636,1.16
2014-09-17,Chile,2,0,1475480523.0,1.565,0.715
2014-12-17,Chile,0,0,1491655561.0,1.469,1.199
2015-03-18,Chile,3,0,1539201898.0,1.45,1.014
2015-06-17,Chile,0,0,1479198651.0,1.856,0.943
2015-09-16,Chile,2,0,1578370462.0,1.707,0.975
2015-12-16,Chile,1,0,1505626737.0,1.672,1.036
2016-03-16,Chile,1,0,1497457118.0,1.794,0.935
2016-06-15,Chile,4,0,1466430777.0,1.756,1.019
2016-09-14,Chile,2,1,1469237058.0,1.478,1.061
2016-12-14,Chile,1,0,1517191884.0,1.746,0.98
2017-03-15,Chile,1,0,1498590831.0,1.679,1.114
2017-06-14,Chile,1,0,1522195323.0,1.999,0.824
2017-09-13,Chile,0,0,1569807663.0,1.596,0.945
2017-12-13,Chile,1,0,1501853668.0,1.786,0.96
2018-03-14,Chile,0,1,1497466471.0,1.483,0.895
2018-06-13,Chile,2,1,1508251226.0,1.636,0.821
2018-09-12,Chile,1,0,1453812935.0,1.523,0.702
2018-12-12,Chile,2,0,1488872733.0,1.709,1.116
2019-03-13,Chile,2,1,1525038292.0,1.995,1.29
2019-06-12,Chile,1,0,1518301303.0,1.856,0.597
2019-09-11,Chile,0,0,1470983508.0,1.902,0.996
2019-12-11,Chile,0,0,1560977053.0,1.506,0.866
2020-03-11,Chile,1,0,1530071022.0,1.776,1.124
2020-06-10,Chile,0,0,1465771371.0,1.766,0.874
2020-09-09,Chile,2,0,1502705547.0,1.61,0.796
2020-12-09,Chile,2,0,1531489111.0,1.662,1.039
2021-03-10,Chile,1,1,1433835488.0,1.518,0.625
2021-06-09,Chile,0,0,1484536803.0,1.786,1.133
2021-09-08,Chile,3,0,1480759076.0,1.353,1.054
2021-12-08,Chile,0,1,1460455244.0,1.704,0.868
2022-03-09,Chile,3,1,1534493856.0,1.659,0.985
2022-06-08,Chile,3,0,1471562154.0,1.583,1.055
2022-09-07,Chile,0,0,1538902724.0,1.504,0.926
2022-12-07,Chile,0,0,1450868404.0,1.609,1.048
2023-03-08,Chile,2,0,1519524870.0,1.754,1.113
2023-06-07,Chile,2,0,1455501685.0,1.652,0.984
2023-09-06,Chile,1,0,1525464268.0,1.586,0.9
2023-12-06,Chile,1,1,1529499301.0,1.491,0.984
2024-03-06,Chile,0,0,1508458758.0,1.39,0.828
2024-06-05,Chile,0,0,1472608231.0,1.794,0.981
2024-09-04,Chile,2,1,1501197301.0,1.646,1.246
2024-12-04,Chile,1,0,1516898711.0,1.359,1.122
2025-03-05,Chile,3,1,1530737766.0,2.007,1.107
2025-06-04,Chile,3,0,1524827877.0,1.845,0.857
2025-09-03,Chile,2,0,1497609094.0,1.46,0.974
2025-12-03,Chile,2,0,1522015289.0,1.618,1.043
2026-03-04,Chile,0,0,1485944660.0,1.689,0.972
2003-01-01,Colombia,0,0,2261939295.0,2.019,0.661
2003-04-02,Colombia,1,0,2328188205.0,2.124,0.545
2003-07-02,Colombia,1,2,2347795312.0,1.938,0.639
2003-10-01,Colombia,0,0,2315130078.0,1.841,0.502
2003-12-31,Colombia,0,0,2282287130.0,2.009,0.601
2004-03-31,Colombia,1,0,2360945374.0,1.883,0.465
2004-06-30,Colombia,1,0,2315755814.0,2.364,0.91
2004-09-29,Colombia,1,0,2338503235.0,2.007,0.808
2004-12-29,Colombia,0,0,2298726286.0,2.16,0.461
2005-03-30,Colombia,1,0,2343368220.0,2.083,0.778
2005-06-29,Colombia,5,1,2313238385.0,1.916,0.743
2005-09-28,Colombia,0,0,2316273450.0,2.096,0.464
2005-12-28,Colombia,1,0,2348508622.0,1.811,0.394
2006-03-29,Colombia,0,0,2310044688.0,2.032,0.703
2006-06-28,Colombia,3,1,2307206564.0,2.41,0.3
2006-09-27,Colombia,0,0,2360596565.0,2.026,0.674
2006-12-27,Colombia,1,1,2311356264.0,2.091,0.432
2007-03-28,Colombia,1,0,2302575300.0,1.961,0.396
2007-06-27,Colombia,2,0,2335379909.0,2.019,0.3
2007-09-26,Colombia,0,0,2307540213.0,2.052,0.4
2007-12-26,Colombia,3,0,2369491687.0,1.938,0.537
2008-03-26,Colombia,2,0,2347751875.0,2.159,0.609
2008-06-25,Colombia,1,0,2334382864.0,1.826,0.685
2008-09-24,Colombia,1,1,2357906905.0,2.137,0.487
2008-12-24,Colombia,0,0,2269705952.0,2.0,0.703
2009-03-25,Colombia,1,0,2336733106.0,2.269,0.432
2009-06-24,Colombia,0,0,2316028408.0,1.99,0.407
2009-09-23,Colombia,0,0,2298526053.0,2.059,0.583
2009-12-23,Colombia,2,0,2306200676.0,2.013,0.673
2010-03-24,Colombia,4,1,2303381265.0,2.125,0.578
2010-06-23,Colombia,0,0,2326087415.0,2.092,0.457
2010-09-22,Colombia,3,1,2316150548.0,1.92,0.749
2010-12-22,Colombia,2,0,2390773505.0,2.24,0.715
2011-03-23,Colombia,2,0,2304949772.0,2.201,0.475
2011-06-22,Colombia,0,0,2362947808.0,1.826,0.661
2011-09-21,Colombia,6,0,2317890044.0,1.909,0.463
2011-12-21,Colombia,2,0,2326126586.0,2.176,0.745
2012-03-21,Colombia,0,0,2338612786.0,2.265,0.655
2012-06-20,Colombia,2,1,2347917471.0,1.922,0.434
2012-09-19,Colombia,2,1,2287002191.0,2.162,0.468
2012-12-19,Colombia,1,0,2295711421.0,2.306,0.568
2013-03-20,Colombia,3,0,2315701128.0,1.989,0.646
2013-06-19,Colombia,1,1,2324561074.0,2.188,0.3
2013-09-18,Colombia,1,0,2313124685.0,1.907,0.569
2013-12-18,Colombia,0,0,2321942087.0,1.89,0.9
2014-03-19,Colombia,0,0,2323666304.0,2.074,0.581
2014-06-18,Colombia,1,1,2324497395.0,2.125,0.3
2014-09-17,Colombia,0,0,2312808645.0,2.359,0.485
2014-12-17,Colombia,0,0,2321087481.0,2.043,0.445
2015-03-18,Colombia,1,1,2305587451.0,1.98,0.631
2015-06-17,Colombia,1,0,2320404630.0,2.197,0.616
2015-09-16,Colombia,0,0,2298004885.0,1.787,0.74
2015-12-16,Colombia,3,0,2257565345.0,2.084,0.56
2016-03-16,Colombia,2,0,2293385486.0,2.079,0.489
2016-06-15,Colombia,2,0,2295858912.0,2.146,0.436
2016-09-14,Colombia,2,0,2352955295.0,1.841,0.776
2016-12-14,Colombia,2,0,2229783589.0,2.152,0.484
2017-03-15,Colombia,1,0,2318107237.0,2.149,0.711
2017-06-14,Colombia,1,0,2341393162.0,2.032,0.513
2017-09-13,Colombia,0,0,2282305690.0,2.198,0.731
2017-12-13,Colombia,2,0,2386983305.0,1.996,0.385
2018-03-14,Colombia,1,0,2280582274.0,1.985,0.817
2018-06-13,Colombia,0,0,2326335905.0,2.026,0.407
2018-09-12,Colombia,2,1,2357265844.0,2.081,0.678
2018-12-12,Colombia,6,0,2307660375.0,2.085,0.411
