date,home_team,away_team,home_score,away_score,tournament,neutral,country
2020-04-14,Saudi Arabia,Portugal,1,3,World Cup qualification,True,Neutral
2020-04-18,Uruguay,Netherlands,2,3,Friendly,False,Uruguay
2020-04-21,Switzerland,Uruguay,0,1,FIFA World Cup,False,Switzerland
2020-04-25,Switzerland,Costa Rica,3,0,Friendly,False,Switzerland
2020-04-29,Argentina,Turkey,0,0,Friendly,False,Argentina
2020-05-03,Nigeria,Cameroon,5,1,Friendly,True,Neutral
2020-05-07,Colombia,Belgium,4,2,World Cup qualification,False,Colombia
2020-05-11,Spain,Algeria,4,1,World Cup qualification,False,Spain
2020-05-15,France,Australia,4,0,FIFA World Cup,True,Neutral
2020-05-18,Japan,Ivory Coast,1,1,UEFA Euro,True,Neutral
2020-05-22,Ghana,South Korea,1,1,Friendly,False,Ghana
2020-05-26,England,Ukraine,2,3,Friendly,False,England
2020-05-30,Japan,Egypt,2,0,Nations League,True,Neutral
2020-06-03,Norway,Chile,3,1,World Cup qualification,True,Neutral
2020-06-07,Scotland,Canada,0,1,FIFA World Cup,True,Neutral
2020-06-11,Portugal,Germany,0,1,FIFA World Cup,False,Portugal
2020-06-15,Argentina,Nigeria,6,0,World Cup qualification,False,Argentina
2020-06-18,Algeria,Egypt,1,0,Nations League,True,Neutral
2020-06-22,Belgium,Brazil,3,2,UEFA Euro,False,Belgium
2020-06-26,Saudi Arabia,Ivory Coast,0,2,World Cup qualification,False,Saudi Arabia
2020-06-30,Australia,Switzerland,0,6,UEFA Euro,True,Neutral
2020-07-04,Nigeria,Mexico,1,0,Nations League,False,Nigeria
2020-07-08,Serbia,Japan,2,2,Friendly,True,Neutral
2020-07-12,Serbia,Panama,2,0,Friendly,False,Serbia
2020-07-15,Ecuador,Qatar,2,2,World Cup qualification,False,Ecuador
2020-07-19,Tunisia,Poland,0,0,Friendly,False,Tunisia
2020-07-23,Norway,Netherlands,1,1,Friendly,False,Norway
2020-07-27,Turkey,Ivory Coast,1,2,Friendly,True,Neutral
2020-07-31,Argentina,Costa Rica,3,0,World Cup qualification,True,Neutral
2020-08-04,England,Colombia,2,0,FIFA World Cup,True,Neutral
2020-08-08,Wales,Ecuador,3,1,Friendly,False,Wales
2020-08-11,South Korea,Ukraine,1,2,Nations League,True,Neutral
2020-08-15,Netherlands,Ivory Coast,1,1,Friendly,False,Netherlands
2020-08-19,Uruguay,Mexico,0,0,Friendly,False,Uruguay
2020-08-23,Poland,Saudi Arabia,0,1,Copa America,False,Poland
2020-08-27,Japan,Chile,2,0,Friendly,True,Neutral
2020-08-31,Cameroon,Germany,0,4,World Cup qualification,False,Cameroon
2020-09-04,Chile,Sweden,2,5,Nations League,True,Neutral
2020-09-07,Croatia,Colombia,3,0,UEFA Euro,False,Croatia
2020-09-11,Panama,Algeria,3,2,Friendly,False,Panama
2020-09-15,Austria,Brazil,1,3,Nations League,True,Neutral
2020-09-19,Turkey,Panama,0,2,Friendly,False,Turkey
2020-09-23,Argentina,Denmark,3,2,FIFA World Cup,False,Argentina
2020-09-27,Spain,England,1,4,Friendly,True,Neutral
2020-10-01,Nigeria,Brazil,1,1,Copa America,False,Nigeria
2020-10-04,England,Denmark,0,0,FIFA World Cup,False,England
2020-10-08,Germany,Switzerland,4,3,Nations League,False,Germany
2020-10-12,Cameroon,Saudi Arabia,1,1,Friendly,True,Neutral
2020-10-16,South Korea,France,3,2,UEFA Euro,False,South Korea
2020-10-20,Algeria,France,0,2,Nations League,True,Neutral
2020-10-24,Uruguay,Brazil,1,0,Copa America,False,Uruguay
2020-10-28,Colombia,Panama,2,0,World Cup qualification,False,Colombia
2020-11-01,Tunisia,Norway,4,0,Friendly,False,Tunisia
2020-11-04,Croatia,Tunisia,1,1,Friendly,False,Croatia
2020-11-08,Tunisia,Ghana,1,2,Friendly,False,Tunisia
2020-11-12,Peru,Ivory Coast,3,0,Nations League,True,Neutral
2020-11-16,Ghana,Argentina,2,9,Friendly,False,Ghana
2020-11-20,Netherlands,South Korea,6,3,World Cup qualification,False,Netherlands
2020-11-24,Canada,Tunisia,1,0,Friendly,False,Canada
2020-11-28,Peru,Saudi Arabia,3,3,World Cup qualification,True,Neutral
2020-12-01,Saudi Arabia,Spain,0,4,UEFA Euro,False,Saudi Arabia
2020-12-05,England,Iran,2,0,Friendly,False,England
2020-12-09,Belgium,Croatia,0,0,World Cup qualification,False,Belgium
2020-12-13,Uruguay B,Belgium,1,3,Copa America,False,Uruguay B
2020-12-17,Croatia,Poland,2,0,FIFA World Cup,True,Neutral
2020-12-21,Argentina,Ghana,5,1,Friendly,False,Argentina
2020-12-25,Norway,Argentina,1,1,FIFA World Cup,True,Neutral
2020-12-28,Argentina,South Korea,8,0,FIFA World Cup,False,Argentina
2021-01-01,Scotland,Egypt,3,1,Friendly,False,Scotland
2021-01-05,Nigeria,Chile,3,2,FIFA World Cup,False,Nigeria
2021-01-09,Scotland,Costa Rica,3,0,World Cup qualification,False,Scotland
2021-01-13,Argentina,Switzerland,2,1,UEFA Euro,False,Argentina
2021-01-17,Qatar,Saudi Arabia,1,0,Nations League,False,Qatar
2021-01-21,Italy,England,1,1,Copa America,False,Italy
2021-01-24,Germany,Canada,0,0,Friendly,True,Neutral
2021-01-28,Australia,Qatar,1,0,Friendly,True,Neutral
2021-02-01,Spain,Saudi Arabia,1,1,World Cup qualification,False,Spain
2021-02-05,France,Costa Rica,1,0,Friendly,False,France
2021-02-09,Austria,Croatia,3,1,Nations League,False,Austria
2021-02-13,Mexico,Morocco,1,2,Friendly,False,Mexico
2021-02-17,Sweden,Colombia,1,0,Nations League,False,Sweden
2021-02-20,France,Japan,4,0,Friendly,True,Neutral
2021-02-24,Costa Rica,Egypt,0,1,Friendly,False,Costa Rica
2021-02-28,Tunisia,Saudi Arabia,0,1,Friendly,False,Tunisia
2021-03-04,South Korea,Spain,2,6,FIFA World Cup,False,South Korea
2021-03-08,Qatar,Cameroon,1,2,Friendly,False,Qatar
2021-03-12,Nigeria,France,1,0,Nations League,True,Neutral
2021-03-16,France,Ghana,4,0,Friendly,True,Neutral
2021-03-20,Turkey,Chile,1,1,UEFA Euro,True,Neutral
2021-03-23,Netherlands,Costa Rica,4,1,Friendly,False,Netherlands
2021-03-27,France,Serbia,2,1,World Cup qualification,False,France
2021-03-31,Panama,Colombia,2,1,UEFA Euro,False,Panama
2021-04-04,France,Spain,3,1,Friendly,False,France
2021-04-08,South Korea,Brazil,0,4,World Cup qualification,False,South Korea
2021-04-12,Algeria,Denmark,2,4,World Cup qualification,True,Neutral
2021-04-16,Morocco,Senegal,1,3,Nations League,False,Morocco
2021-04-19,Senegal,Morocco,1,4,Friendly,True,Neutral
2021-04-23,Scotland,Brazil,0,5,Copa America,False,Scotland
2021-04-27,France,South Korea,4,0,World Cup qualification,True,Neutral
2021-05-01,Serbia,Portugal,0,3,Nations League,True,Neutral
2021-05-05,Poland,Brazil,4,2,Friendly,False,Poland
2021-05-09,Netherlands,Senegal,1,0,FIFA World Cup,False,Netherlands
2021-05-13,Belgium,Morocco,1,2,Friendly,False,Belgium
2021-05-16,South Korea,England,1,5,Friendly,False,South Korea
2021-05-20,England,Switzerland,3,1,Nations League,False,England
2021-05-24,Egypt,Uruguay B,3,2,FIFA World Cup,True,Neutral
2021-05-28,Ecuador,Peru,0,0,Friendly,False,Ecuador
2021-06-01,Turkey,Iran,2,4,FIFA World Cup,False,Turkey
2021-06-05,Scotland,Costa Rica,1,0,Friendly,True,Neutral
2021-06-09,South Korea,Costa Rica,1,0,Friendly,False,South Korea
2021-06-12,Cameroon,Uruguay,1,0,World Cup qualification,True,Neutral
2021-06-16,Brazil,Germany,1,0,World Cup qualification,False,Brazil
2021-06-20,Panama,Cameroon,2,0,FIFA World Cup,False,Panama
2021-06-24,Peru,Austria,1,0,Friendly,False,Peru
2021-06-28,Panama,Italy,0,4,FIFA World Cup,True,Neutral
2021-07-02,Uruguay B,Costa Rica,3,0,Copa America,False,Uruguay B
2021-07-06,Tunisia,USA,1,1,Friendly,False,Tunisia
2021-07-09,USA,Peru,0,1,Friendly,False,USA
2021-07-13,Brazil,Belgium,2,0,FIFA World Cup,False,Brazil
2021-07-17,Canada,Sweden,1,2,Nations League,False,Canada
2021-07-21,Netherlands,Colombia,5,2,Copa America,False,Netherlands
2021-07-25,Italy,Japan,3,1,Friendly,False,Italy
2021-07-29,Canada,Ukraine,0,1,Friendly,True,Neutral
2021-08-02,France,Japan,2,1,UEFA Euro,False,France
2021-08-06,Scotland,Portugal,2,1,World Cup qualification,False,Scotland
2021-08-09,USA,Croatia,1,2,World Cup qualification,False,USA
2021-08-13,Belgium,USA,1,3,World Cup qualification,True,Neutral
2021-08-17,Nigeria,Spain,1,1,World Cup qualification,False,Nigeria
2021-08-21,Saudi Arabia,Portugal,0,6,Copa America,False,Saudi Arabia
2021-08-25,Iran,Switzerland,0,3,World Cup qualification,True,Neutral
2021-08-29,Peru,Italy,0,2,Friendly,False,Peru
2021-09-02,Ecuador,Panama,1,0,FIFA World Cup,False,Ecuador
2021-09-05,Cameroon,Iran,2,1,World Cup qualification,False,Cameroon
2021-09-09,Algeria,France,0,4,World Cup qualification,True,Neutral
2021-09-13,Saudi Arabia,Mexico,0,2,Copa America,False,Saudi Arabia
2021-09-17,Ukraine,Colombia,1,1,Friendly,False,Ukraine
2021-09-21,Saudi Arabia,England,0,2,Friendly,True,Neutral
2021-09-25,Morocco,Argentina,0,2,Friendly,False,Morocco
2021-09-29,Poland,Portugal,2,1,Friendly,False,Poland
2021-10-02,Uruguay B,Uruguay,3,4,UEFA Euro,False,Uruguay B
2021-10-06,England,Switzerland,4,1,World Cup qualification,False,England
2021-10-10,Egypt,Wales,5,3,Friendly,False,Egypt
2021-10-14,Nigeria,Senegal,1,0,Friendly,True,Neutral
2021-10-18,Australia,Denmark,1,5,Friendly,False,Australia
2021-10-22,Croatia,South Korea,2,0,FIFA World Cup,True,Neutral
2021-10-26,Switzerland,South Korea,0,2,World Cup qualification,False,Switzerland
2021-10-29,Costa Rica,Peru,1,0,World Cup qualification,False,Costa Rica
2021-11-02,Ivory Coast,Netherlands,0,1,Friendly,False,Ivory Coast
2021-11-06,Turkey,Scotland,3,0,Friendly,False,Turkey
2021-11-10,Uruguay B,Germany,1,1,Friendly,False,Uruguay B
2021-11-14,Ukraine,Argentina,0,0,Friendly,True,Neutral
2021-11-18,Denmark,Egypt,3,0,Friendly,False,Denmark
2021-11-22,Poland,Qatar,2,2,Copa America,False,Poland
2021-11-26,Iran,Costa Rica,1,0,Friendly,False,Iran
2021-11-29,Argentina,USA,0,1,Friendly,False,Argentina
2021-12-03,Qatar,Portugal,0,3,Nations League,False,Qatar
2021-12-07,Uruguay B,Chile,1,3,Friendly,True,Neutral
2021-12-11,Croatia,Cameroon,2,1,Copa America,True,Neutral
2021-12-15,Scotland,Qatar,4,0,Friendly,False,Scotland
2021-12-19,Canada,Egypt,0,2,UEFA Euro,False,Canada
2021-12-23,Argentina,Ecuador,1,1,FIFA World Cup,True,Neutral
2021-12-26,Brazil,Portugal,1,3,Nations League,False,Brazil
2021-12-30,Croatia,Algeria,2,0,FIFA World Cup,False,Croatia
2022-01-03,Austria,Japan,0,1,FIFA World Cup,False,Austria
2022-01-07,Peru,Iran,1,1,Nations League,False,Peru
2022-01-11,Nigeria,Brazil,2,3,Nations League,False,Nigeria
2022-01-15,Norway,USA,1,2,Friendly,True,Neutral
2022-01-19,Morocco,Italy,1,1,World Cup qualification,False,Morocco
2022-01-22,Iran,Ukraine,3,1,World Cup qualification,False,Iran
2022-01-26,Nigeria,Mexico,2,3,Copa America,False,Nigeria
2022-01-30,Switzerland,Uruguay,2,2,World Cup qualification,True,Neutral
2022-02-03,Ghana,Canada,0,0,Friendly,False,Ghana
2022-02-07,Algeria,Ukraine,1,2,Friendly,False,Algeria
2022-02-11,Serbia,Netherlands,1,4,World Cup qualification,True,Neutral
2022-02-15,Sweden,Colombia,1,1,Friendly,True,Neutral
2022-02-18,Morocco,Italy,1,4,Friendly,False,Morocco
2022-02-22,Serbia,Ghana,1,2,Friendly,False,Serbia
2022-02-26,Brazil,Egypt,2,1,Nations League,False,Brazil
2022-03-02,Germany,Ecuador,2,0,Friendly,False,Germany
2022-03-06,Costa Rica,Sweden,1,3,Friendly,False,Costa Rica
2022-03-10,France,England,4,1,Copa America,True,Neutral
2022-03-14,Croatia,Uruguay B,4,0,Friendly,True,Neutral
2022-03-17,Cameroon,Egypt,0,3,FIFA World Cup,True,Neutral
2022-03-21,Ukraine,Algeria,1,1,World Cup qualification,False,Ukraine
2022-03-25,Croatia,Argentina,1,0,UEFA Euro,True,Neutral
2022-03-29,Ivory Coast,Chile,0,3,UEFA Euro,False,Ivory Coast
2022-04-02,Portugal,Nigeria,2,0,Friendly,True,Neutral
2022-04-06,Austria,Germany,2,0,Friendly,False,Austria
2022-04-10,Canada,Saudi Arabia,3,0,Friendly,False,Canada
2022-04-14,Portugal,Italy,2,0,Copa America,False,Portugal
2022-04-17,Denmark,Croatia,0,0,Friendly,True,Neutral
2022-04-21,Turkey,Uruguay,0,1,Friendly,False,Turkey
2022-04-25,Japan,Ghana,3,1,World Cup qualification,False,Japan
2022-04-29,Canada,Nigeria,1,2,FIFA World Cup,False,Canada
2022-05-03,Algeria,Japan,3,1,World Cup qualification,False,Algeria
2022-05-07,Iran,Cameroon,2,0,World Cup qualification,True,Neutral
2022-05-11,Canada,Austria,0,0,Nations League,False,Canada
2022-05-14,Iran,Scotland,1,3,Friendly,False,Iran
2022-05-18,Peru,Turkey,3,3,Friendly,False,Peru
2022-05-22,Qatar,Saudi Arabia,2,3,World Cup qualification,True,Neutral
2022-05-26,South Korea,Croatia,0,3,Friendly,True,Neutral
2022-05-30,Brazil,Uruguay B,0,0,UEFA Euro,False,Brazil
2022-06-03,Chile,Iran,0,3,World Cup qualification,True,Neutral
2022-06-07,Spain,Cameroon,2,0,Friendly,False,Spain
2022-06-10,Algeria,Serbia,1,1,World Cup qualification,False,Algeria
2022-06-14,Senegal,Algeria,1,0,Copa America,False,Senegal
2022-06-18,Canada,Cameroon,1,1,Friendly,False,Canada
2022-06-22,Qatar,Saudi Arabia,0,0,World Cup qualification,False,Qatar
2022-06-26,Qatar,Belgium,0,4,UEFA Euro,True,Neutral
2022-06-30,Poland,South Korea,2,0,Nations League,False,Poland
2022-07-04,Morocco,Poland,1,1,Nations League,True,Neutral
2022-07-07,Belgium,Ivory Coast,2,1,World Cup qualification,False,Belgium
2022-07-11,Sweden,Uruguay B,1,2,World Cup qualification,False,Sweden
2022-07-15,Argentina,Egypt,3,4,World Cup qualification,True,Neutral
2022-07-19,Spain,Belgium,2,0,FIFA World Cup,True,Neutral
2022-07-23,USA,Norway,2,4,Nations League,True,Neutral
2022-07-27,Croatia,Austria,2,0,Friendly,True,Neutral
2022-07-31,Argentina,Ukraine,3,1,World Cup qualification,False,Argentina
2022-08-03,Iran,Nigeria,3,0,Nations League,False,Iran
2022-08-07,Croatia,Sweden,2,2,World Cup qualification,True,Neutral
2022-08-11,Italy,Japan,1,2,Friendly,False,Italy
2022-08-15,Netherlands,Spain,2,4,Friendly,False,Netherlands
2022-08-19,Scotland,Ecuador,1,1,World Cup qualification,False,Scotland
2022-08-23,Germany,Mexico,1,1,World Cup qualification,False,Germany
2022-08-27,Mexico,Ghana,1,0,World Cup qualification,False,Mexico
2022-08-31,Denmark,Australia,2,4,Friendly,True,Neutral
2022-09-03,Sweden,Turkey,1,1,Friendly,True,Neutral
2022-09-07,Qatar,Italy,0,0,Friendly,False,Qatar
2022-09-11,Norway,France,1,2,Friendly,False,Norway
2022-09-15,Australia,Italy,0,2,Friendly,False,Australia
2022-09-19,Austria,Denmark,2,2,World Cup qualification,True,Neutral
2022-09-23,Mexico,England,0,2,World Cup qualification,True,Neutral
2022-09-27,Switzerland,Colombia,1,2,Friendly,False,Switzerland
2022-09-30,Poland,Ghana,3,1,Friendly,False,Poland
2022-10-04,Netherlands,France,2,3,Friendly,False,Netherlands
2022-10-08,Switzerland,Australia,1,0,Friendly,False,Switzerland
2022-10-12,Egypt,Denmark,1,1,Nations League,False,Egypt
2022-10-16,Croatia,Ecuador,1,1,Friendly,False,Croatia
2022-10-20,Qatar,Morocco,0,3,Nations League,False,Qatar
2022-10-24,Japan,Ukraine,1,2,World Cup qualification,False,Japan
2022-10-27,Argentina,Mexico,1,0,UEFA Euro,True,Neutral
2022-10-31,Germany,Japan,0,0,Friendly,False,Germany
2022-11-04,Belgium,England,0,2,UEFA Euro,False,Belgium
2022-11-08,Algeria,Peru,3,2,World Cup qualification,False,Algeria
2022-11-12,Senegal,Nigeria,4,0,Friendly,True,Neutral
2022-11-16,Ukraine,Tunisia,1,1,World Cup qualification,True,Neutral
2022-11-20,Croatia,Ghana,3,0,Friendly,False,Croatia
2022-11-23,Turkey,Norway,0,1,Copa America,False,Turkey
2022-11-27,Qatar,Tunisia,2,2,Friendly,False,Qatar
2022-12-01,Mexico,Cameroon,1,0,Friendly,False,Mexico
2022-12-05,Croatia,Portugal,0,1,World Cup qualification,False,Croatia
2022-12-09,South Korea,Spain,1,3,Copa America,True,Neutral
2022-12-13,Algeria,Japan,1,4,Friendly,False,Algeria
2022-12-17,Uruguay B,Senegal,2,1,Friendly,False,Uruguay B
2022-12-20,Tunisia,Austria,0,1,Friendly,True,Neutral
2022-12-24,Wales,England,3,2,World Cup qualification,False,Wales
2022-12-28,Ukraine,Chile,4,0,UEFA Euro,False,Ukraine
2023-01-01,Portugal,Australia,4,1,Copa America,True,Neutral
2023-01-05,Portugal,Ivory Coast,4,0,FIFA World Cup,False,Portugal
2023-01-09,Denmark,Scotland,3,0,Friendly,False,Denmark
2023-01-13,Sweden,South Korea,1,1,Friendly,True,Neutral
2023-01-17,Netherlands,Spain,1,1,Friendly,False,Netherlands
2023-01-20,Algeria,Iran,0,0,Copa America,False,Algeria
2023-01-24,Iran,Tunisia,3,1,FIFA World Cup,False,Iran
2023-01-28,USA,Ukraine,0,0,Friendly,False,USA
2023-02-01,Austria,Peru,1,0,World Cup qualification,True,Neutral
2023-02-05,Spain,Japan,2,0,Friendly,True,Neutral
2023-02-09,Ivory Coast,Mexico,0,2,Nations League,True,Neutral
2023-02-13,Netherlands,Germany,0,1,Friendly,True,Neutral
2023-02-16,Turkey,Poland,1,0,Friendly,False,Turkey
2023-02-20,Norway,Poland,0,1,Nations League,True,Neutral
2023-02-24,Switzerland,Poland,1,2,Friendly,True,Neutral
2023-02-28,Saudi Arabia,Canada,2,1,World Cup qualification,False,Saudi Arabia
2023-03-04,Tunisia,Ecuador,0,4,UEFA Euro,True,Neutral
2023-03-08,Japan,Portugal,1,1,Friendly,False,Japan
2023-03-12,South Korea,Qatar,3,1,World Cup qualification,False,South Korea
2023-03-15,Nigeria,Ukraine,0,0,Friendly,True,Neutral
2023-03-19,Turkey,Nigeria,1,0,World Cup qualification,True,Neutral
2023-03-23,Senegal,Tunisia,0,2,Friendly,False,Senegal
2023-03-27,Colombia,Uruguay,1,2,Friendly,True,Neutral
2023-03-31,Iran,Canada,1,1,UEFA Euro,False,Iran
2023-04-04,Ukraine,South Korea,4,0,Friendly,True,Neutral
2023-04-08,Croatia,Belgium,1,1,World Cup qualification,False,Croatia
2023-04-11,USA,Belgium,0,2,UEFA Euro,False,USA
2023-04-15,Senegal,Ecuador,1,3,Friendly,True,Neutral
2023-04-19,Ecuador,Spain,0,4,World Cup qualification,False,Ecuador
2023-04-23,Saudi Arabia,Brazil,1,3,UEFA Euro,False,Saudi Arabia
2023-04-27,Tunisia,Wales,1,2,World Cup qualification,True,Neutral
2023-05-01,Germany,Ukraine,1,0,FIFA World Cup,True,Neutral
2023-05-05,Cameroon,Mexico,0,1,Friendly,True,Neutral
2023-05-09,Saudi Arabia,Egypt,1,2,Copa America,False,Saudi Arabia
2023-05-12,Panama,Uruguay,0,1,Friendly,False,Panama
2023-05-16,Saudi Arabia,Norway,1,1,Friendly,False,Saudi Arabia
2023-05-20,Scotland,Saudi Arabia,2,1,World Cup qualification,False,Scotland
2023-05-24,Ghana,Sweden,0,2,Friendly,False,Ghana
2023-05-28,Nigeria,Ukraine,0,0,UEFA Euro,False,Nigeria
2023-06-01,Norway,Serbia,3,0,Friendly,False,Norway
2023-06-05,Australia,Panama,3,4,FIFA World Cup,False,Australia
2023-06-08,Morocco,Poland,1,3,Friendly,False,Morocco
2023-06-12,Algeria,Spain,1,2,Copa America,False,Algeria
2023-06-16,Tunisia,England,4,3,Friendly,False,Tunisia
2023-06-20,Panama,Peru,1,1,Nations League,True,Neutral
2023-06-24,Wales,Ukraine,2,2,FIFA World Cup,False,Wales
2023-06-28,Ukraine,Uruguay,1,1,Friendly,False,Ukraine
2023-07-02,Australia,Nigeria,1,1,Friendly,False,Australia
2023-07-05,Canada,Morocco,0,1,Nations League,False,Canada
2023-07-09,Australia,Uruguay B,2,1,World Cup qualification,True,Neutral
2023-07-13,Scotland,Panama,3,4,FIFA World Cup,True,Neutral
2023-07-17,Morocco,Switzerland,1,1,World Cup qualification,False,Morocco
2023-07-21,Ukraine,Austria,3,0,World Cup qualification,False,Ukraine
2023-07-25,Australia,Peru,1,1,Copa America,True,Neutral
2023-07-29,Brazil,Colombia,5,0,Friendly,False,Brazil
2023-08-01,Germany,Tunisia,2,2,World Cup qualification,True,Neutral
2023-08-05,Australia,Italy,0,1,World Cup qualification,False,Australia
2023-08-09,Senegal,Saudi Arabia,3,2,Friendly,False,Senegal
2023-08-13,Egypt,Netherlands,0,2,Friendly,False,Egypt
2023-08-17,Brazil,Senegal,2,1,UEFA Euro,True,Neutral
2023-08-21,Australia,Scotland,4,0,Friendly,False,Australia
2023-08-25,USA,Uruguay,1,7,Friendly,True,Neutral
2023-08-28,Chile,Nigeria,2,0,Nations League,True,Neutral
2023-09-01,Sweden,Australia,3,0,World Cup qualification,True,Neutral
2023-09-05,Morocco,Austria,2,3,Friendly,True,Neutral
2023-09-09,Ecuador,Chile,1,1,Friendly,True,Neutral
2023-09-13,South Korea,Morocco,0,2,FIFA World Cup,False,South Korea
2023-09-17,Ivory Coast,Serbia,0,2,Friendly,False,Ivory Coast
2023-09-21,Germany,Tunisia,2,2,Friendly,False,Germany
2023-09-25,Australia,Netherlands,1,4,World Cup qualification,True,Neutral
2023-09-28,Austria,Qatar,2,2,World Cup qualification,True,Neutral
2023-10-02,Canada,Sweden,0,2,World Cup qualification,False,Canada
2023-10-06,Spain,Costa Rica,2,1,UEFA Euro,False,Spain
2023-10-10,Costa Rica,Canada,3,1,Friendly,False,Costa Rica
2023-10-14,Tunisia,Chile,1,2,Friendly,False,Tunisia
2023-10-18,Iran,Uruguay,0,4,Friendly,False,Iran
2023-10-22,Switzerland,Norway,0,1,Friendly,False,Switzerland
2023-10-25,Morocco,Panama,3,0,UEFA Euro,False,Morocco
2023-10-29,Colombia,Austria,2,1,UEFA Euro,False,Colombia
2023-11-02,USA,Brazil,2,1,Friendly,True,Neutral
2023-11-06,USA,Ivory Coast,2,0,Friendly,True,Neutral
2023-11-10,Turkey,Switzerland,0,3,Friendly,False,Turkey
2023-11-14,Peru,Spain,2,2,Friendly,False,Peru
2023-11-18,Ecuador,Denmark,2,1,UEFA Euro,False,Ecuador
2023-11-21,Qatar,Colombia,0,3,Friendly,False,Qatar
2023-11-25,Egypt,Netherlands,2,2,Friendly,True,Neutral
2023-11-29,Canada,Switzerland,0,2,Friendly,True,Neutral
2023-12-03,Scotland,Japan,0,2,World Cup qualification,False,Scotland
2023-12-07,Japan,Croatia,2,4,Friendly,False,Japan
2023-12-11,Canada,Austria,0,0,Friendly,False,Canada
2023-12-15,France,Canada,3,2,Friendly,False,France
2023-12-18,Ghana,Peru,1,1,World Cup qualification,False,Ghana
2023-12-22,Chile,Germany,1,2,World Cup qualification,True,Neutral
2023-12-26,Qatar,Ecuador,2,2,Copa America,False,Qatar
2023-12-30,Austria,Canada,6,0,Copa America,False,Austria
2024-01-03,Australia,Serbia,0,0,Copa America,False,Australia
2024-01-07,Peru,Cameroon,0,1,Friendly,False,Peru
2024-01-11,Ghana,Brazil,1,1,World Cup qualification,False,Ghana
2024-01-14,Netherlands,Saudi Arabia,4,0,World Cup qualification,True,Neutral
2024-01-18,Scotland,Saudi Arabia,1,1,Nations League,False,Scotland
2024-01-22,Switzerland,Ivory Coast,2,1,Friendly,False,Switzerland
2024-01-26,Brazil,Poland,5,2,World Cup qualification,False,Brazil
2024-01-30,Austria,Saudi Arabia,1,1,World Cup qualification,False,Austria
2024-02-03,Chile,Ecuador,1,2,Friendly,False,Chile
2024-02-07,Nigeria,Sweden,3,2,Friendly,True,Neutral
2024-02-11,Uruguay B,Morocco,2,1,World Cup qualification,False,Uruguay B
2024-02-14,Colombia,Italy,2,3,FIFA World Cup,False,Colombia
2024-02-18,Australia,USA,1,0,Friendly,False,Australia
2024-02-22,Ecuador,Peru,1,1,Friendly,True,Neutral
2024-02-26,Netherlands,Scotland,1,0,Copa America,False,Netherlands
2024-03-01,Peru,South Korea,1,0,Friendly,False,Peru
2024-03-05,Ecuador,Scotland,1,1,World Cup qualification,False,Ecuador
2024-03-09,England,Tunisia,2,1,FIFA World Cup,False,England
2024-03-12,Iran,Poland,3,1,UEFA Euro,False,Iran
2024-03-16,Germany,Iran,2,0,Friendly,False,Germany
2024-03-20,Serbia,Argentina,0,0,World Cup qualification,False,Serbia
2024-03-24,Germany,Costa Rica,2,2,Friendly,False,Germany
2024-03-28,Tunisia,Brazil,1,2,Friendly,True,Neutral
2024-04-01,Morocco,Saudi Arabia,2,0,World Cup qualification,False,Morocco
2024-04-05,Cameroon,Mexico,0,2,Nations League,False,Cameroon
2024-04-08,Australia,Cameroon,1,1,Friendly,False,Australia
2024-04-12,Egypt,Ivory Coast,2,1,Copa America,False,Egypt
2024-04-16,Saudi Arabia,France,0,4,Friendly,False,Saudi Arabia
2024-04-20,France,Peru,1,0,Nations League,False,France
2024-04-24,Australia,Costa Rica,1,1,Friendly,False,Australia
2024-04-28,Argentina,Australia,2,0,Friendly,False,Argentina
2024-05-02,Argentina,Peru,4,1,Friendly,False,Argentina
2024-05-05,Denmark,Egypt,1,1,FIFA World Cup,False,Denmark
2024-05-09,England,Peru,4,0,Friendly,True,Neutral
2024-05-13,Ivory Coast,Wales,0,2,Friendly,False,Ivory Coast
2024-05-17,Saudi Arabia,Panama,3,1,Friendly,True,Neutral
2024-05-21,Chile,Portugal,0,0,Copa America,True,Neutral
2024-05-25,Iran,Tunisia,0,3,World Cup qualification,True,Neutral
2024-05-29,USA,Chile,4,1,World Cup qualification,True,Neutral
2024-06-01,Belgium,Algeria,6,2,UEFA Euro,True,Neutral
2024-06-05,South Korea,Germany,2,3,World Cup qualification,True,Neutral
2024-06-09,Austria,Canada,1,0,Copa America,False,Austria
2024-06-13,Sweden,Turkey,0,1,Friendly,False,Sweden
2024-06-17,Qatar,Ghana,0,1,World Cup qualification,False,Qatar
2024-06-21,Norway,Peru,1,1,World Cup qualification,False,Norway
2024-06-25,USA,Belgium,0,3,World Cup qualification,False,USA
2024-06-29,Mexico,Belgium,1,0,UEFA Euro,False,Mexico
2024-07-02,Senegal,Sweden,3,0,Friendly,False,Senegal
2024-07-06,Croatia,Italy,0,2,Friendly,False,Croatia
2024-07-10,Sweden,Chile,2,2,Friendly,False,Sweden
2024-07-14,Panama,Austria,2,1,Friendly,False,Panama
2024-07-18,Ukraine,Italy,0,0,Friendly,False,Ukraine
2024-07-22,Denmark,Portugal,2,2,Friendly,True,Neutral
2024-07-26,Peru,Ecuador,2,1,Friendly,True,Neutral
2024-07-29,Canada,Senegal,3,3,Copa America,False,Canada
2024-08-02,Uruguay B,Belgium,1,2,Friendly,False,Uruguay B
