as_of_date,team,average_age,total_caps,coach_tenure_days,fifa_confederation,source_url
2008-12-24,Saudi Arabia,25.67,405,1209,CONMEBOL,synthetic://sample-data
2009-06-24,Saudi Arabia,24.82,441,509,CONMEBOL,synthetic://sample-data
2009-12-23,Saudi Arabia,26.72,389,745,CONMEBOL,synthetic://sample-data
2010-06-23,Saudi Arabia,25.71,348,1390,CONMEBOL,synthetic://sample-data
2010-12-22,Saudi Arabia,23.67,335,326,CONMEBOL,synthetic://sample-data
2011-06-22,Saudi Arabia,24.33,389,716,CONMEBOL,synthetic://sample-data
2011-12-21,Saudi Arabia,27.16,369,405,CONMEBOL,synthetic://sample-data
2012-06-20,Saudi Arabia,27.03,384,455,CONMEBOL,synthetic://sample-data
2012-12-19,Saudi Arabia,24.57,297,916,CONMEBOL,synthetic://sample-data
2013-06-19,Saudi Arabia,24.94,346,422,CONMEBOL,synthetic://sample-data
2013-12-18,Saudi Arabia,26.02,310,859,CONMEBOL,synthetic://sample-data
2014-06-18,Saudi Arabia,28.85,309,659,CONMEBOL,synthetic://sample-data
2014-12-17,Saudi Arabia,24.43,328,372,CONMEBOL,synthetic://sample-data
2015-06-17,Saudi Arabia,27.87,345,416,CONMEBOL,synthetic://sample-data
2015-12-16,Saudi Arabia,27.7,394,402,CONMEBOL,synthetic://sample-data
2016-06-15,Saudi Arabia,27.03,347,805,CONMEBOL,synthetic://sample-data
2016-12-14,Saudi Arabia,25.02,356,476,CONMEBOL,synthetic://sample-data
2017-06-14,Saudi Arabia,24.32,308,309,CONMEBOL,synthetic://sample-data
2017-12-13,Saudi Arabia,26.11,357,645,CONMEBOL,synthetic://sample-data
2018-06-13,Saudi Arabia,25.34,363,785,CONMEBOL,synthetic://sample-data
2018-12-12,Saudi Arabia,24.76,345,92,CONMEBOL,synthetic://sample-data
2019-06-12,Saudi Arabia,25.32,336,434,CONMEBOL,synthetic://sample-data
2019-12-11,Saudi Arabia,23.85,334,701,CONMEBOL,synthetic://sample-data
2020-06-10,Saudi Arabia,25.85,361,2030,CONMEBOL,synthetic://sample-data
2020-12-09,Saudi Arabia,24.29,335,916,CONMEBOL,synthetic://sample-data
2021-06-09,Saudi Arabia,24.77,393,690,CONMEBOL,synthetic://sample-data
2021-12-08,Saudi Arabia,25.57,359,1013,CONMEBOL,synthetic://sample-data
2022-06-08,Saudi Arabia,28.76,369,298,CONMEBOL,synthetic://sample-data
2022-12-07,Saudi Arabia,27.9,333,942,CONMEBOL,synthetic://sample-data
2023-06-07,Saudi Arabia,22.19,315,293,CONMEBOL,synthetic://sample-data
2023-12-06,Saudi Arabia,29.22,294,1523,CONMEBOL,synthetic://sample-data
2024-06-05,Saudi Arabia,23.39,432,522,CONMEBOL,synthetic://sample-data
2024-12-04,Saudi Arabia,29.86,412,49,CONMEBOL,synthetic://sample-data
2025-06-04,Saudi Arabia,27.02,316,496,CONMEBOL,synthetic://sample-data
2025-12-03,Saudi Arabia,25.37,383,233,CONMEBOL,synthetic://sample-data
2003-01-01,Scotland,27.23,450,458,UEFA,synthetic://sample-data
2003-07-02,Scotland,29.14,491,958,UEFA,synthetic://sample-data
2003-12-31,Scotland,29.94,417,291,UEFA,synthetic://sample-data
2004-06-30,Scotland,26.63,468,942,UEFA,synthetic://sample-data
2004-12-29,Scotland,23.88,357,275,UEFA,synthetic://sample-data
2005-06-29,Scotland,23.62,446,827,UEFA,synthetic://sample-data
2005-12-28,Scotland,24.45,412,1044,UEFA,synthetic://sample-data
2006-06-28,Scotland,26.45,454,370,UEFA,synthetic://sample-data
2006-12-27,Scotland,24.79,461,754,UEFA,synthetic://sample-data
2007-06-27,Scotland,28.48,472,667,UEFA,synthetic://sample-data
2007-12-26,Scotland,28.24,431,711,UEFA,synthetic://sample-data
2008-06-25,Scotland,24.15,526,135,UEFA,synthetic://sample-data
2008-12-24,Scotland,21.89,438,239,UEFA,synthetic://sample-data
2009-06-24,Scotland,26.88,489,651,UEFA,synthetic://sample-data
2009-12-23,Scotland,26.11,482,408,UEFA,synthetic://sample-data
2010-06-23,Scotland,25.34,441,1359,UEFA,synthetic://sample-data
2010-12-22,Scotland,24.85,387,316,UEFA,synthetic://sample-data
2011-06-22,Scotland,22.73,524,569,UEFA,synthetic://sample-data
2011-12-21,Scotland,28.36,411,848,UEFA,synthetic://sample-data
2012-06-20,Scotland,29.85,425,333,UEFA,synthetic://sample-data
2012-12-19,Scotland,27.54,515,837,UEFA,synthetic://sample-data
2013-06-19,Scotland,27.71,494,559,UEFA,synthetic://sample-data
2013-12-18,Scotland,25.89,494,949,UEFA,synthetic://sample-data
2014-06-18,Scotland,24.85,463,497,UEFA,synthetic://sample-data
2014-12-17,Scotland,29.57,479,367,UEFA,synthetic://sample-data
2015-06-17,Scotland,28.69,533,1251,UEFA,synthetic://sample-data
2015-12-16,Scotland,26.99,466,898,UEFA,synthetic://sample-data
2016-06-15,Scotland,26.81,520,362,UEFA,synthetic://sample-data
2016-12-14,Scotland,24.73,427,580,UEFA,synthetic://sample-data
2017-06-14,Scotland,27.4,531,838,UEFA,synthetic://sample-data
2017-12-13,Scotland,24.97,463,548,UEFA,synthetic://sample-data
2018-06-13,Scotland,24.76,491,336,UEFA,synthetic://sample-data
2018-12-12,Scotland,25.21,478,161,UEFA,synthetic://sample-data
2019-06-12,Scotland,26.53,456,459,UEFA,synthetic://sample-data
2019-12-11,Scotland,21.95,505,302,UEFA,synthetic://sample-data
2020-06-10,Scotland,26.41,475,286,UEFA,synthetic://sample-data
2020-12-09,Scotland,25.84,492,1254,UEFA,synthetic://sample-data
2021-06-09,Scotland,23.84,494,601,UEFA,synthetic://sample-data
2021-12-08,Scotland,25.36,525,984,UEFA,synthetic://sample-data
2022-06-08,Scotland,28.33,495,176,UEFA,synthetic://sample-data
2022-12-07,Scotland,28.76,511,741,UEFA,synthetic://sample-data
2023-06-07,Scotland,27.7,439,159,UEFA,synthetic://sample-data
2023-12-06,Scotland,25.72,493,556,UEFA,synthetic://sample-data
2024-06-05,Scotland,24.46,489,52,UEFA,synthetic://sample-data
2024-12-04,Scotland,23.2,520,625,UEFA,synthetic://sample-data
2025-06-04,Scotland,27.29,477,842,UEFA,synthetic://sample-data
2025-12-03,Scotland,26.83,453,653,UEFA,synthetic://sample-data
2003-01-01,Senegal,28.71,637,510,AFC,synthetic://sample-data
2003-07-02,Senegal,27.03,566,228,AFC,synthetic://sample-data
2003-12-31,Senegal,23.34,556,426,AFC,synthetic://sample-data
2004-06-30,Senegal,25.91,539,75,AFC,synthetic://sample-data
2004-12-29,Senegal,26.0,599,645,AFC,synthetic://sample-data
2005-06-29,Senegal,27.63,582,448,AFC,synthetic://sample-data
2005-12-28,Senegal,25.23,631,613,AFC,synthetic://sample-data
2006-06-28,Senegal,24.36,636,474,AFC,synthetic://sample-data
2006-12-27,Senegal,28.35,580,320,AFC,synthetic://sample-data
2007-06-27,Senegal,26.66,653,535,AFC,synthetic://sample-data
2007-12-26,Senegal,24.59,619,237,AFC,synthetic://sample-data
2008-06-25,Senegal,27.32,586,779,AFC,synthetic://sample-data
2008-12-24,Senegal,26.09,592,1202,AFC,synthetic://sample-data
2009-06-24,Senegal,24.62,581,688,AFC,synthetic://sample-data
2009-12-23,Senegal,27.71,640,261,AFC,synthetic://sample-data
2010-06-23,Senegal,26.09,597,622,AFC,synthetic://sample-data
2010-12-22,Senegal,28.22,592,378,AFC,synthetic://sample-data
2011-06-22,Senegal,26.14,638,751,AFC,synthetic://sample-data
2011-12-21,Senegal,24.47,536,769,AFC,synthetic://sample-data
2012-06-20,Senegal,26.05,549,291,AFC,synthetic://sample-data
2012-12-19,Senegal,25.0,560,1040,AFC,synthetic://sample-data
2013-06-19,Senegal,25.81,559,66,AFC,synthetic://sample-data
2013-12-18,Senegal,24.12,535,596,AFC,synthetic://sample-data
2014-06-18,Senegal,25.65,756,198,AFC,synthetic://sample-data
2014-12-17,Senegal,26.85,618,308,AFC,synthetic://sample-data
2015-06-17,Senegal,27.47,597,412,AFC,synthetic://sample-data
2015-12-16,Senegal,21.0,495,1128,AFC,synthetic://sample-data
2016-06-15,Senegal,25.13,533,349,AFC,synthetic://sample-data
2016-12-14,Senegal,24.81,605,673,AFC,synthetic://sample-data
2017-06-14,Senegal,26.44,588,394,AFC,synthetic://sample-data
2017-12-13,Senegal,27.38,537,1204,AFC,synthetic://sample-data
2018-06-13,Senegal,25.49,612,1363,AFC,synthetic://sample-data
2018-12-12,Senegal,26.24,563,635,AFC,synthetic://sample-data
2019-06-12,Senegal,28.93,574,242,AFC,synthetic://sample-data
2019-12-11,Senegal,24.64,531,378,AFC,synthetic://sample-data
2020-06-10,Senegal,26.13,495,849,AFC,synthetic://sample-data
2020-12-09,Senegal,23.0,475,943,AFC,synthetic://sample-data
2021-06-09,Senegal,28.9,625,912,AFC,synthetic://sample-data
2021-12-08,Senegal,27.54,568,893,AFC,synthetic://sample-data
2022-06-08,Senegal,26.05,566,116,AFC,synthetic://sample-data
2022-12-07,Senegal,25.55,610,740,AFC,synthetic://sample-data
2023-06-07,Senegal,23.51,615,533,AFC,synthetic://sample-data
2023-12-06,Senegal,26.58,541,386,AFC,synthetic://sample-data
2024-06-05,Senegal,26.88,534,857,AFC,synthetic://sample-data
2024-12-04,Senegal,25.48,610,868,AFC,synthetic://sample-data
2025-06-04,Senegal,27.61,549,742,AFC,synthetic://sample-data
2025-12-03,Senegal,26.95,553,1323,AFC,synthetic://sample-data
2003-01-01,Serbia,26.54,557,990,CAF,synthetic://sample-data
2003-07-02,Serbia,24.11,587,435,CAF,synthetic://sample-data
2003-12-31,Serbia,26.06,588,563,CAF,synthetic://sample-data
2004-06-30,Serbia,25.63,534,1434,CAF,synthetic://sample-data
2004-12-29,Serbia,28.55,570,480,CAF,synthetic://sample-data
2005-06-29,Serbia,27.73,609,598,CAF,synthetic://sample-data
2005-12-28,Serbia,24.62,529,327,CAF,synthetic://sample-data
2006-06-28,Serbia,24.32,528,1429,CAF,synthetic://sample-data
2006-12-27,Serbia,29.27,554,663,CAF,synthetic://sample-data
2007-06-27,Serbia,26.13,542,1124,CAF,synthetic://sample-data
2007-12-26,Serbia,25.44,492,282,CAF,synthetic://sample-data
2008-06-25,Serbia,24.85,531,341,CAF,synthetic://sample-data
2008-12-24,Serbia,27.6,553,164,CAF,synthetic://sample-data
2009-06-24,Serbia,23.48,531,991,CAF,synthetic://sample-data
2009-12-23,Serbia,27.48,541,569,CAF,synthetic://sample-data
2010-06-23,Serbia,26.63,591,260,CAF,synthetic://sample-data
2010-12-22,Serbia,25.84,567,302,CAF,synthetic://sample-data
2011-06-22,Serbia,23.96,564,398,CAF,synthetic://sample-data
2011-12-21,Serbia,25.39,562,1229,CAF,synthetic://sample-data
2012-06-20,Serbia,25.38,515,482,CAF,synthetic://sample-data
2012-12-19,Serbia,30.47,572,602,CAF,synthetic://sample-data
2013-06-19,Serbia,25.39,532,599,CAF,synthetic://sample-data
2013-12-18,Serbia,24.45,497,915,CAF,synthetic://sample-data
2014-06-18,Serbia,25.64,522,737,CAF,synthetic://sample-data
2014-12-17,Serbia,26.48,542,974,CAF,synthetic://sample-data
2015-06-17,Serbia,27.95,567,1246,CAF,synthetic://sample-data
2015-12-16,Serbia,26.55,540,505,CAF,synthetic://sample-data
2016-06-15,Serbia,26.77,547,493,CAF,synthetic://sample-data
2016-12-14,Serbia,25.07,467,750,CAF,synthetic://sample-data
2017-06-14,Serbia,27.91,446,1726,CAF,synthetic://sample-data
2017-12-13,Serbia,26.37,536,602,CAF,synthetic://sample-data
2018-06-13,Serbia,25.87,486,1009,CAF,synthetic://sample-data
2018-12-12,Serbia,27.4,517,1305,CAF,synthetic://sample-data
2019-06-12,Serbia,24.54,536,857,CAF,synthetic://sample-data
2019-12-11,Serbia,27.65,568,591,CAF,synthetic://sample-data
2020-06-10,Serbia,27.54,547,627,CAF,synthetic://sample-data
2020-12-09,Serbia,22.17,550,553,CAF,synthetic://sample-data
2021-06-09,Serbia,26.26,547,1432,CAF,synthetic://sample-data
2021-12-08,Serbia,28.61,549,508,CAF,synthetic://sample-data
2022-06-08,Serbia,23.26,560,461,CAF,synthetic://sample-data
2022-12-07,Serbia,27.08,455,586,CAF,synthetic://sample-data
2023-06-07,Serbia,25.39,493,196,CAF,synthetic://sample-data
2023-12-06,Serbia,25.67,557,316,CAF,synthetic://sample-data
2024-06-05,Serbia,27.74,569,1081,CAF,synthetic://sample-data
2024-12-04,Serbia,25.69,568,1115,CAF,synthetic://sample-data
2025-06-04,Serbia,24.41,548,663,CAF,synthetic://sample-data
2025-12-03,Serbia,27.11,469,524,CAF,synthetic://sample-data
2003-01-01,South Korea,24.64,483,550,CONCACAF,synthetic://sample-data
2003-07-02,South Korea,27.37,446,817,CONCACAF,synthetic://sample-data
2003-12-31,South Korea,25.69,486,994,CONCACAF,synthetic://sample-data
2004-06-30,South Korea,26.27,514,659,CONCACAF,synthetic://sample-data
2004-12-29,South Korea,27.34,520,1492,CONCACAF,synthetic://sample-data
2005-06-29,South Korea,28.73,513,678,CONCACAF,synthetic://sample-data
2005-12-28,South Korea,26.36,591,512,CONCACAF,synthetic://sample-data
2006-06-28,South Korea,28.31,554,188,CONCACAF,synthetic://sample-data
2006-12-27,South Korea,26.62,469,531,CONCACAF,synthetic://sample-data
2007-06-27,South Korea,27.99,547,565,CONCACAF,synthetic://sample-data
2007-12-26,South Korea,23.98,498,375,CONCACAF,synthetic://sample-data
2008-06-25,South Korea,27.39,445,311,CONCACAF,synthetic://sample-data
2008-12-24,South Korea,23.88,539,505,CONCACAF,synthetic://sample-data
2009-06-24,South Korea,27.39,518,707,CONCACAF,synthetic://sample-data
2009-12-23,South Korea,24.4,556,1284,CONCACAF,synthetic://sample-data
2010-06-23,South Korea,26.69,531,854,CONCACAF,synthetic://sample-data
2010-12-22,South Korea,25.12,555,1812,CONCACAF,synthetic://sample-data
2011-06-22,South Korea,26.11,532,811,CONCACAF,synthetic://sample-data
2011-12-21,South Korea,24.98,475,651,CONCACAF,synthetic://sample-data
2012-06-20,South Korea,22.85,503,284,CONCACAF,synthetic://sample-data
2012-12-19,South Korea,27.47,545,161,CONCACAF,synthetic://sample-data
2013-06-19,South Korea,25.88,536,910,CONCACAF,synthetic://sample-data
2013-12-18,South Korea,28.59,508,773,CONCACAF,synthetic://sample-data
2014-06-18,South Korea,30.43,491,1321,CONCACAF,synthetic://sample-data
2014-12-17,South Korea,26.33,518,572,CONCACAF,synthetic://sample-data
2015-06-17,South Korea,22.22,571,308,CONCACAF,synthetic://sample-data
2015-12-16,South Korea,21.75,483,619,CONCACAF,synthetic://sample-data
2016-06-15,South Korea,24.73,558,940,CONCACAF,synthetic://sample-data
2016-12-14,South Korea,28.28,575,810,CONCACAF,synthetic://sample-data
2017-06-14,South Korea,25.32,532,427,CONCACAF,synthetic://sample-data
2017-12-13,South Korea,26.77,531,567,CONCACAF,synthetic://sample-data
2018-06-13,South Korea,26.41,475,665,CONCACAF,synthetic://sample-data
2018-12-12,South Korea,28.5,562,856,CONCACAF,synthetic://sample-data
2019-06-12,South Korea,27.46,499,302,CONCACAF,synthetic://sample-data
2019-12-11,South Korea,29.63,518,379,CONCACAF,synthetic://sample-data
2020-06-10,South Korea,27.31,523,1307,CONCACAF,synthetic://sample-data
2020-12-09,South Korea,23.54,523,593,CONCACAF,synthetic://sample-data
2021-06-09,South Korea,28.81,503,394,CONCACAF,synthetic://sample-data
2021-12-08,South Korea,24.05,554,384,CONCACAF,synthetic://sample-data
2022-06-08,South Korea,28.99,504,1049,CONCACAF,synthetic://sample-data
2022-12-07,South Korea,29.13,461,554,CONCACAF,synthetic://sample-data
2023-06-07,South Korea,24.1,503,171,CONCACAF,synthetic://sample-data
2023-12-06,South Korea,25.44,496,434,CONCACAF,synthetic://sample-data
2024-06-05,South Korea,26.72,539,411,CONCACAF,synthetic://sample-data
2024-12-04,South Korea,27.65,487,1222,CONCACAF,synthetic://sample-data
2025-06-04,South Korea,24.93,488,273,CONCACAF,synthetic://sample-data
2025-12-03,South Korea,25.94,522,330,CONCACAF,synthetic://sample-data
2003-01-01,Spain,27.6,1136,1515,CONMEBOL,synthetic://sample-data
2003-07-02,Spain,24.42,1065,502,CONMEBOL,synthetic://sample-data
2003-12-31,Spain,24.67,1031,247,CONMEBOL,synthetic://sample-data
2004-06-30,Spain,26.3,1112,833,CONMEBOL,synthetic://sample-data
2004-12-29,Spain,27.25,1026,503,CONMEBOL,synthetic://sample-data
2005-06-29,Spain,23.33,1099,1549,CONMEBOL,synthetic://sample-data
2005-12-28,Spain,24.86,1064,883,CONMEBOL,synthetic://sample-data
2006-06-28,Spain,28.82,1078,205,CONMEBOL,synthetic://sample-data
2006-12-27,Spain,23.86,1139,310,CONMEBOL,synthetic://sample-data
2007-06-27,Spain,28.47,1121,1791,CONMEBOL,synthetic://sample-data
2007-12-26,Spain,24.75,1078,361,CONMEBOL,synthetic://sample-data
2008-06-25,Spain,25.99,1106,298,CONMEBOL,synthetic://sample-data
2008-12-24,Spain,26.42,1019,1044,CONMEBOL,synthetic://sample-data
2009-06-24,Spain,23.02,1117,807,CONMEBOL,synthetic://sample-data
2009-12-23,Spain,25.25,1123,748,CONMEBOL,synthetic://sample-data
2010-06-23,Spain,24.66,1082,518,CONMEBOL,synthetic://sample-data
2010-12-22,Spain,25.41,1033,803,CONMEBOL,synthetic://sample-data
2011-06-22,Spain,24.86,1096,118,CONMEBOL,synthetic://sample-data
2011-12-21,Spain,23.4,1082,909,CONMEBOL,synthetic://sample-data
2012-06-20,Spain,26.28,1054,515,CONMEBOL,synthetic://sample-data
2012-12-19,Spain,25.3,1072,227,CONMEBOL,synthetic://sample-data
2013-06-19,Spain,27.28,1105,847,CONMEBOL,synthetic://sample-data
2013-12-18,Spain,27.72,1076,361,CONMEBOL,synthetic://sample-data
2014-06-18,Spain,25.82,1061,836,CONMEBOL,synthetic://sample-data
2014-12-17,Spain,26.45,1070,256,CONMEBOL,synthetic://sample-data
2015-06-17,Spain,26.05,1167,473,CONMEBOL,synthetic://sample-data
2015-12-16,Spain,26.65,1102,837,CONMEBOL,synthetic://sample-data
2016-06-15,Spain,29.25,1074,400,CONMEBOL,synthetic://sample-data
2016-12-14,Spain,26.15,1050,75,CONMEBOL,synthetic://sample-data
2017-06-14,Spain,21.82,1052,314,CONMEBOL,synthetic://sample-data
2017-12-13,Spain,23.61,1085,176,CONMEBOL,synthetic://sample-data
2018-06-13,Spain,24.99,1116,402,CONMEBOL,synthetic://sample-data
2018-12-12,Spain,24.72,1048,369,CONMEBOL,synthetic://sample-data
2019-06-12,Spain,26.0,1079,544,CONMEBOL,synthetic://sample-data
2019-12-11,Spain,23.6,1079,750,CONMEBOL,synthetic://sample-data
2020-06-10,Spain,25.02,1046,688,CONMEBOL,synthetic://sample-data
2020-12-09,Spain,21.27,1118,596,CONMEBOL,synthetic://sample-data
2021-06-09,Spain,26.67,1053,965,CONMEBOL,synthetic://sample-data
2021-12-08,Spain,26.18,1070,604,CONMEBOL,synthetic://sample-data
2022-06-08,Spain,24.82,1111,310,CONMEBOL,synthetic://sample-data
2022-12-07,Spain,26.63,1101,284,CONMEBOL,synthetic://sample-data
2023-06-07,Spain,28.04,1061,663,CONMEBOL,synthetic://sample-data
2023-12-06,Spain,27.29,1122,651,CONMEBOL,synthetic://sample-data
2024-06-05,Spain,26.16,1088,779,CONMEBOL,synthetic://sample-data
2024-12-04,Spain,25.14,1112,863,CONMEBOL,synthetic://sample-data
2025-06-04,Spain,23.92,1096,358,CONMEBOL,synthetic://sample-data
2025-12-03,Spain,26.52,1126,566,CONMEBOL,synthetic://sample-data
2003-01-01,Sweden,21.8,600,775,UEFA,synthetic://sample-data
2003-07-02,Sweden,29.07,559,476,UEFA,synthetic://sample-data
2003-12-31,Sweden,26.86,581,402,UEFA,synthetic://sample-data
2004-06-30,Sweden,24.75,569,1081,UEFA,synthetic://sample-data
2004-12-29,Sweden,29.56,641,854,UEFA,synthetic://sample-data
2005-06-29,Sweden,27.3,577,361,UEFA,synthetic://sample-data
2005-12-28,Sweden,21.07,590,256,UEFA,synthetic://sample-data
2006-06-28,Sweden,27.11,574,195,UEFA,synthetic://sample-data
2006-12-27,Sweden,21.0,581,553,UEFA,synthetic://sample-data
2007-06-27,Sweden,26.0,582,1209,UEFA,synthetic://sample-data
2007-12-26,Sweden,24.05,613,530,UEFA,synthetic://sample-data
2008-06-25,Sweden,25.93,576,1601,UEFA,synthetic://sample-data
2008-12-24,Sweden,29.19,592,994,UEFA,synthetic://sample-data
2009-06-24,Sweden,24.75,564,1104,UEFA,synthetic://sample-data
2009-12-23,Sweden,26.58,583,322,UEFA,synthetic://sample-data
2010-06-23,Sweden,26.73,553,125,UEFA,synthetic://sample-data
2010-12-22,Sweden,23.26,557,379,UEFA,synthetic://sample-data
2011-06-22,Sweden,25.89,575,128,UEFA,synthetic://sample-data
2011-12-21,Sweden,27.34,582,470,UEFA,synthetic://sample-data
2012-06-20,Sweden,25.99,629,135,UEFA,synthetic://sample-data
2012-12-19,Sweden,25.73,657,898,UEFA,synthetic://sample-data
2013-06-19,Sweden,23.16,553,570,UEFA,synthetic://sample-data
2013-12-18,Sweden,27.92,626,862,UEFA,synthetic://sample-data
2014-06-18,Sweden,24.15,518,310,UEFA,synthetic://sample-data
2014-12-17,Sweden,24.3,594,345,UEFA,synthetic://sample-data
2015-06-17,Sweden,28.19,556,263,UEFA,synthetic://sample-data
2015-12-16,Sweden,27.94,542,1498,UEFA,synthetic://sample-data
2016-06-15,Sweden,28.25,555,1284,UEFA,synthetic://sample-data
2016-12-14,Sweden,25.57,574,1274,UEFA,synthetic://sample-data
2017-06-14,Sweden,26.98,663,928,UEFA,synthetic://sample-data
2017-12-13,Sweden,25.05,552,987,UEFA,synthetic://sample-data
2018-06-13,Sweden,23.68,548,673,UEFA,synthetic://sample-data
2018-12-12,Sweden,22.95,525,682,UEFA,synthetic://sample-data
2019-06-12,Sweden,26.06,520,209,UEFA,synthetic://sample-data
2019-12-11,Sweden,24.59,607,986,UEFA,synthetic://sample-data
2020-06-10,Sweden,28.41,611,359,UEFA,synthetic://sample-data
2020-12-09,Sweden,25.38,618,344,UEFA,synthetic://sample-data
2021-06-09,Sweden,23.92,647,496,UEFA,synthetic://sample-data
2021-12-08,Sweden,28.07,614,315,UEFA,synthetic://sample-data
2022-06-08,Sweden,27.43,608,414,UEFA,synthetic://sample-data
2022-12-07,Sweden,27.82,562,1254,UEFA,synthetic://sample-data
2023-06-07,Sweden,25.79,627,1639,UEFA,synthetic://sample-data
2023-12-06,Sweden,28.81,568,131,UEFA,synthetic://sample-data
2024-06-05,Sweden,26.61,538,722,UEFA,synthetic://sample-data
2024-12-04,Sweden,29.01,613,629,UEFA,synthetic://sample-data
2025-06-04,Sweden,23.66,595,518,UEFA,synthetic://sample-data
2025-12-03,Sweden,26.06,583,684,UEFA,synthetic://sample-data
2003-01-01,Switzerland,24.92,725,1275,AFC,synthetic://sample-data
2003-07-02,Switzerland,27.35,645,830,AFC,synthetic://sample-data
2003-12-31,Switzerland,25.79,630,440,AFC,synthetic://sample-data
2004-06-30,Switzerland,26.31,715,909,AFC,synthetic://sample-data
2004-12-29,Switzerland,23.47,780,532,AFC,synthetic://sample-data
2005-06-29,Switzerland,26.0,708,422,AFC,synthetic://sample-data
2005-12-28,Switzerland,25.24,709,686,AFC,synthetic://sample-data
2006-06-28,Switzerland,24.21,679,740,AFC,synthetic://sample-data
2006-12-27,Switzerland,26.49,706,238,AFC,synthetic://sample-data
2007-06-27,Switzerland,26.22,653,237,AFC,synthetic://sample-data
2007-12-26,Switzerland,28.19,690,209,AFC,synthetic://sample-data
2008-06-25,Switzerland,25.9,690,821,AFC,synthetic://sample-data
2008-12-24,Switzerland,25.85,731,407,AFC,synthetic://sample-data
2009-06-24,Switzerland,26.8,705,899,AFC,synthetic://sample-data
2009-12-23,Switzerland,23.93,647,690,AFC,synthetic://sample-data
2010-06-23,Switzerland,25.47,670,1054,AFC,synthetic://sample-data
2010-12-22,Switzerland,23.03,624,1018,AFC,synthetic://sample-data
2011-06-22,Switzerland,29.45,661,528,AFC,synthetic://sample-data
2011-12-21,Switzerland,23.62,719,383,AFC,synthetic://sample-data
2012-06-20,Switzerland,21.85,689,688,AFC,synthetic://sample-data
2012-12-19,Switzerland,25.76,706,1413,AFC,synthetic://sample-data
2013-06-19,Switzerland,25.88,746,797,AFC,synthetic://sample-data
2013-12-18,Switzerland,26.79,717,1107,AFC,synthetic://sample-data
2014-06-18,Switzerland,23.51,708,728,AFC,synthetic://sample-data
2014-12-17,Switzerland,25.96,685,361,AFC,synthetic://sample-data
2015-06-17,Switzerland,24.05,718,862,AFC,synthetic://sample-data
2015-12-16,Switzerland,25.42,715,660,AFC,synthetic://sample-data
2016-06-15,Switzerland,24.64,693,609,AFC,synthetic://sample-data
2016-12-14,Switzerland,27.73,722,650,AFC,synthetic://sample-data
2017-06-14,Switzerland,25.49,663,834,AFC,synthetic://sample-data
2017-12-13,Switzerland,27.86,693,350,AFC,synthetic://sample-data
2018-06-13,Switzerland,23.67,672,322,AFC,synthetic://sample-data
2018-12-12,Switzerland,26.29,763,421,AFC,synthetic://sample-data
2019-06-12,Switzerland,24.12,697,817,AFC,synthetic://sample-data
2019-12-11,Switzerland,25.39,749,422,AFC,synthetic://sample-data
2020-06-10,Switzerland,23.84,691,213,AFC,synthetic://sample-data
2020-12-09,Switzerland,24.04,684,130,AFC,synthetic://sample-data
2021-06-09,Switzerland,25.69,632,651,AFC,synthetic://sample-data
2021-12-08,Switzerland,27.93,733,182,AFC,synthetic://sample-data
2022-06-08,Switzerland,28.33,720,89,AFC,synthetic://sample-data
2022-12-07,Switzerland,28.03,696,899,AFC,synthetic://sample-data
2023-06-07,Switzerland,25.8,806,664,AFC,synthetic://sample-data
2023-12-06,Switzerland,25.34,705,1032,AFC,synthetic://sample-data
2024-06-05,Switzerland,26.98,655,1419,AFC,synthetic://sample-data
2024-12-04,Switzerland,25.37,641,1620,AFC,synthetic://sample-data
2025-06-04,Switzerland,27.42,645,92,AFC,synthetic://sample-data
2025-12-03,Switzerland,27.68,698,737,AFC,synthetic://sample-data
2003-01-01,Tunisia,28.02,392,365,CAF,synthetic://sample-data
2003-07-02,Tunisia,27.54,402,828,CAF,synthetic://sample-data
2003-12-31,Tunisia,31.15,404,1200,CAF,synthetic://sample-data
2004-06-30,Tunisia,27.21,388,354,CAF,synthetic://sample-data
2004-12-29,Tunisia,27.9,416,1675,CAF,synthetic://sample-data
2005-06-29,Tunisia,25.89,354,432,CAF,synthetic://sample-data
2005-12-28,Tunisia,29.35,326,961,CAF,synthetic://sample-data
2006-06-28,Tunisia,26.25,427,287,CAF,synthetic://sample-data
2006-12-27,Tunisia,26.12,370,381,CAF,synthetic://sample-data
2007-06-27,Tunisia,25.36,335,445,CAF,synthetic://sample-data
2007-12-26,Tunisia,25.81,353,378,CAF,synthetic://sample-data
2008-06-25,Tunisia,25.46,412,956,CAF,synthetic://sample-data
2008-12-24,Tunisia,26.19,346,369,CAF,synthetic://sample-data
2009-06-24,Tunisia,27.49,407,763,CAF,synthetic://sample-data
2009-12-23,Tunisia,28.73,365,274,CAF,synthetic://sample-data
2010-06-23,Tunisia,27.43,413,464,CAF,synthetic://sample-data
2010-12-22,Tunisia,25.96,429,404,CAF,synthetic://sample-data
2011-06-22,Tunisia,27.65,367,323,CAF,synthetic://sample-data
2011-12-21,Tunisia,26.88,340,296,CAF,synthetic://sample-data
2012-06-20,Tunisia,22.89,304,2192,CAF,synthetic://sample-data
2012-12-19,Tunisia,27.19,422,472,CAF,synthetic://sample-data
2013-06-19,Tunisia,25.33,381,583,CAF,synthetic://sample-data
